"","USPS","date","incidD","state"
"19054","IL",2022-02-25,90,"Illinois"
"19055","IL",2022-02-26,24,"Illinois"
"19056","IL",2022-02-27,0,"Illinois"
"19057","IL",2022-02-28,110,"Illinois"
"19058","IL",2022-03-01,49,"Illinois"
"19059","IL",2022-03-02,48,"Illinois"
"19060","IL",2022-03-03,50,"Illinois"
"19061","IL",2022-03-04,43,"Illinois"
"19062","IL",2022-03-05,14,"Illinois"
"19063","IL",2022-03-06,0,"Illinois"
"19064","IL",2022-03-07,33,"Illinois"
"19065","IL",2022-03-08,36,"Illinois"
"19066","IL",2022-03-09,38,"Illinois"
"19067","IL",2022-03-10,44,"Illinois"
"19068","IL",2022-03-11,39,"Illinois"
"19069","IL",2022-03-12,16,"Illinois"
"19070","IL",2022-03-13,0,"Illinois"
"19071","IL",2022-03-14,33,"Illinois"
"19072","IL",2022-03-15,35,"Illinois"
"19073","IL",2022-03-16,38,"Illinois"
"19074","IL",2022-03-17,19,"Illinois"
"19075","IL",2022-03-18,20,"Illinois"
"19076","IL",2022-03-19,3,"Illinois"
"19077","IL",2022-03-20,0,"Illinois"
"19078","IL",2022-03-21,19,"Illinois"
"19079","IL",2022-03-22,46,"Illinois"
"19080","IL",2022-03-23,29,"Illinois"
"19081","IL",2022-03-24,18,"Illinois"
"19082","IL",2022-03-25,17,"Illinois"
"19083","IL",2022-03-26,4,"Illinois"
"19084","IL",2022-03-27,0,"Illinois"
"19085","IL",2022-03-28,21,"Illinois"
"19086","IL",2022-03-29,21,"Illinois"
"19087","IL",2022-03-30,10,"Illinois"
"19088","IL",2022-03-31,20,"Illinois"
"19089","IL",2022-04-01,18,"Illinois"
"19090","IL",2022-04-02,0,"Illinois"
"19091","IL",2022-04-03,0,"Illinois"
"19092","IL",2022-04-04,6,"Illinois"
"19093","IL",2022-04-05,34,"Illinois"
"19094","IL",2022-04-06,9,"Illinois"
"19095","IL",2022-04-07,10,"Illinois"
"19096","IL",2022-04-08,12,"Illinois"
"19097","IL",2022-04-09,0,"Illinois"
"19098","IL",2022-04-10,0,"Illinois"
"19099","IL",2022-04-11,13,"Illinois"
"19100","IL",2022-04-12,11,"Illinois"
"19101","IL",2022-04-13,10,"Illinois"
"19102","IL",2022-04-14,5,"Illinois"
"19103","IL",2022-04-15,6,"Illinois"
"19104","IL",2022-04-16,0,"Illinois"
"19105","IL",2022-04-17,0,"Illinois"
"19106","IL",2022-04-18,7,"Illinois"
"19107","IL",2022-04-19,20,"Illinois"
"19108","IL",2022-04-20,9,"Illinois"
"19109","IL",2022-04-21,13,"Illinois"
"19110","IL",2022-04-22,8,"Illinois"
"19111","IL",2022-04-23,0,"Illinois"
"19112","IL",2022-04-24,0,"Illinois"
"19113","IL",2022-04-25,13,"Illinois"
"19114","IL",2022-04-26,5,"Illinois"
"19115","IL",2022-04-27,7,"Illinois"
"19116","IL",2022-04-28,7,"Illinois"
"19117","IL",2022-04-29,15,"Illinois"
"19118","IL",2022-04-30,0,"Illinois"
"19119","IL",2022-05-01,0,"Illinois"
"19120","IL",2022-05-02,6,"Illinois"
"19121","IL",2022-05-03,11,"Illinois"
"19122","IL",2022-05-04,18,"Illinois"
"19123","IL",2022-05-05,10,"Illinois"
"19124","IL",2022-05-06,13,"Illinois"
"19125","IL",2022-05-07,0,"Illinois"
"19126","IL",2022-05-08,0,"Illinois"
"19127","IL",2022-05-09,9,"Illinois"
"19128","IL",2022-05-10,16,"Illinois"
"19129","IL",2022-05-11,12,"Illinois"
"19130","IL",2022-05-12,4,"Illinois"
"19131","IL",2022-05-13,7,"Illinois"
"19132","IL",2022-05-14,1,"Illinois"
"19133","IL",2022-05-15,0,"Illinois"
"19134","IL",2022-05-16,5,"Illinois"
"19135","IL",2022-05-17,18,"Illinois"
"19136","IL",2022-05-18,13,"Illinois"
"19137","IL",2022-05-19,15,"Illinois"
"19138","IL",2022-05-20,12,"Illinois"
"19139","IL",2022-05-21,0,"Illinois"
"19140","IL",2022-05-22,0,"Illinois"
"19141","IL",2022-05-23,22,"Illinois"
"19142","IL",2022-05-24,13,"Illinois"
"19143","IL",2022-05-25,11,"Illinois"
"19144","IL",2022-05-26,5,"Illinois"
"19145","IL",2022-05-27,8,"Illinois"
"19146","IL",2022-05-28,0,"Illinois"
"19147","IL",2022-05-29,0,"Illinois"
"19148","IL",2022-05-30,0,"Illinois"
"19149","IL",2022-05-31,8,"Illinois"
"19150","IL",2022-06-01,26,"Illinois"
"19151","IL",2022-06-02,10,"Illinois"
"19152","IL",2022-06-03,17,"Illinois"
"19153","IL",2022-06-04,0,"Illinois"
"19154","IL",2022-06-05,0,"Illinois"
"19155","IL",2022-06-06,34,"Illinois"
"19156","IL",2022-06-07,27,"Illinois"
"19157","IL",2022-06-08,21,"Illinois"
"19158","IL",2022-06-09,12,"Illinois"
"19159","IL",2022-06-10,7,"Illinois"
"19160","IL",2022-06-11,0,"Illinois"
"19161","IL",2022-06-12,0,"Illinois"
"19162","IL",2022-06-13,31,"Illinois"
"19163","IL",2022-06-14,24,"Illinois"
"19164","IL",2022-06-15,24,"Illinois"
"19165","IL",2022-06-16,24,"Illinois"
"19166","IL",2022-06-17,17,"Illinois"
"19167","IL",2022-06-18,0,"Illinois"
"19168","IL",2022-06-19,0,"Illinois"
"19169","IL",2022-06-20,0,"Illinois"
"19170","IL",2022-06-21,12,"Illinois"
"19171","IL",2022-06-22,41,"Illinois"
"19172","IL",2022-06-23,20,"Illinois"
"19173","IL",2022-06-24,27,"Illinois"
"19174","IL",2022-06-25,0,"Illinois"
"19175","IL",2022-06-26,0,"Illinois"
"19176","IL",2022-06-27,25,"Illinois"
"19177","IL",2022-06-28,24,"Illinois"
"19178","IL",2022-06-29,11,"Illinois"
"19179","IL",2022-06-30,19,"Illinois"
"19180","IL",2022-07-01,13,"Illinois"
"19181","IL",2022-07-02,0,"Illinois"
"19182","IL",2022-07-03,0,"Illinois"
"19183","IL",2022-07-04,0,"Illinois"
"19184","IL",2022-07-05,15,"Illinois"
"19185","IL",2022-07-06,17,"Illinois"
"19186","IL",2022-07-07,8,"Illinois"
"19187","IL",2022-07-08,19,"Illinois"
"19188","IL",2022-07-09,0,"Illinois"
"19189","IL",2022-07-10,0,"Illinois"
"19190","IL",2022-07-11,11,"Illinois"
"19191","IL",2022-07-12,15,"Illinois"
"19192","IL",2022-07-13,21,"Illinois"
"19193","IL",2022-07-14,14,"Illinois"
"19194","IL",2022-07-15,16,"Illinois"
"19195","IL",2022-07-16,0,"Illinois"
"19196","IL",2022-07-17,0,"Illinois"
"19197","IL",2022-07-18,18,"Illinois"
"19198","IL",2022-07-19,11,"Illinois"
"19199","IL",2022-07-20,19,"Illinois"
"19200","IL",2022-07-21,13,"Illinois"
"19201","IL",2022-07-22,14,"Illinois"
"19202","IL",2022-07-23,0,"Illinois"
"19203","IL",2022-07-24,0,"Illinois"
"19204","IL",2022-07-25,9,"Illinois"
"19205","IL",2022-07-26,8,"Illinois"
"19206","IL",2022-07-27,17,"Illinois"
"19207","IL",2022-07-28,26,"Illinois"
"19208","IL",2022-07-29,9,"Illinois"
"19209","IL",2022-07-30,0,"Illinois"
"19210","IL",2022-07-31,0,"Illinois"
"19211","IL",2022-08-01,6,"Illinois"
"19212","IL",2022-08-02,1,"Illinois"
"19213","IL",2022-08-03,35,"Illinois"
"19214","IL",2022-08-04,33,"Illinois"
"19215","IL",2022-08-05,10,"Illinois"
"19216","IL",2022-08-06,0,"Illinois"
"19217","IL",2022-08-07,0,"Illinois"
"19218","IL",2022-08-08,18,"Illinois"
"19219","IL",2022-08-09,53,"Illinois"
"19220","IL",2022-08-10,22,"Illinois"
"19221","IL",2022-08-11,20,"Illinois"
"19222","IL",2022-08-12,28,"Illinois"
"19223","IL",2022-08-13,0,"Illinois"
"19224","IL",2022-08-14,0,"Illinois"
"19225","IL",2022-08-15,11,"Illinois"
"19226","IL",2022-08-16,10,"Illinois"
"19227","IL",2022-08-17,17,"Illinois"
"19228","IL",2022-08-18,15,"Illinois"
"19229","IL",2022-08-19,20,"Illinois"
"19230","IL",2022-08-20,0,"Illinois"
"19231","IL",2022-08-21,0,"Illinois"
"19232","IL",2022-08-22,19,"Illinois"
"19233","IL",2022-08-23,20,"Illinois"
"19234","IL",2022-08-24,16,"Illinois"
"19235","IL",2022-08-25,30,"Illinois"
"19236","IL",2022-08-26,19,"Illinois"
"19237","IL",2022-08-27,0,"Illinois"
"19238","IL",2022-08-28,0,"Illinois"
"19239","IL",2022-08-29,12,"Illinois"
"19240","IL",2022-08-30,14,"Illinois"
"19241","IL",2022-08-31,18,"Illinois"
"19242","IL",2022-09-01,22,"Illinois"
"19243","IL",2022-09-02,19,"Illinois"
"19244","IL",2022-09-03,0,"Illinois"
"19245","IL",2022-09-04,0,"Illinois"
"19246","IL",2022-09-05,0,"Illinois"
"19247","IL",2022-09-06,12,"Illinois"
"19248","IL",2022-09-07,25,"Illinois"
"19249","IL",2022-09-08,19,"Illinois"
"19250","IL",2022-09-09,19,"Illinois"
"19251","IL",2022-09-10,0,"Illinois"
"19252","IL",2022-09-11,0,"Illinois"
"19253","IL",2022-09-12,16,"Illinois"
"19254","IL",2022-09-13,19,"Illinois"
"19255","IL",2022-09-14,17,"Illinois"
"19256","IL",2022-09-15,26,"Illinois"
"19257","IL",2022-09-16,12,"Illinois"
"19258","IL",2022-09-17,0,"Illinois"
"19259","IL",2022-09-18,0,"Illinois"
"19260","IL",2022-09-19,17,"Illinois"
"19261","IL",2022-09-20,24,"Illinois"
"19262","IL",2022-09-21,22,"Illinois"
"19263","IL",2022-09-22,12,"Illinois"
"19264","IL",2022-09-23,14,"Illinois"
"19265","IL",2022-09-24,0,"Illinois"
"19266","IL",2022-09-25,0,"Illinois"
"19267","IL",2022-09-26,12,"Illinois"
"19268","IL",2022-09-27,6,"Illinois"
"19269","IL",2022-09-28,23,"Illinois"
"19270","IL",2022-09-29,20,"Illinois"
"19271","IL",2022-09-30,12,"Illinois"
"19272","IL",2022-10-01,0,"Illinois"
"19273","IL",2022-10-02,0,"Illinois"
"19274","IL",2022-10-03,20,"Illinois"
"19275","IL",2022-10-04,14,"Illinois"
"19276","IL",2022-10-05,13,"Illinois"
"19277","IL",2022-10-06,15,"Illinois"
"19278","IL",2022-10-07,17,"Illinois"
"19279","IL",2022-10-08,0,"Illinois"
"19280","IL",2022-10-09,0,"Illinois"
"19281","IL",2022-10-10,0,"Illinois"
"19282","IL",2022-10-11,14,"Illinois"
"19283","IL",2022-10-12,11,"Illinois"
"19284","IL",2022-10-13,21,"Illinois"
"19285","IL",2022-10-14,20,"Illinois"
"19286","IL",2022-10-15,0,"Illinois"
"19287","IL",2022-10-16,0,"Illinois"
"19288","IL",2022-10-17,13,"Illinois"
"19289","IL",2022-10-18,11,"Illinois"
"19290","IL",2022-10-19,9,"Illinois"
"19291","IL",2022-10-20,15,"Illinois"
"19292","IL",2022-10-21,8,"Illinois"
"19293","IL",2022-10-22,0,"Illinois"
"19294","IL",2022-10-23,0,"Illinois"
"19295","IL",2022-10-24,18,"Illinois"
"19296","IL",2022-10-25,13,"Illinois"
"19297","IL",2022-10-26,16,"Illinois"
"19298","IL",2022-10-27,19,"Illinois"
"19299","IL",2022-10-28,15,"Illinois"
"19300","IL",2022-10-29,0,"Illinois"
"19301","IL",2022-10-30,0,"Illinois"
"19302","IL",2022-10-31,15,"Illinois"
"19303","IL",2022-11-01,24,"Illinois"
"19304","IL",2022-11-02,10,"Illinois"
"19305","IL",2022-11-03,8,"Illinois"
"19306","IL",2022-11-04,18,"Illinois"
"19307","IL",2022-11-05,0,"Illinois"
"19308","IL",2022-11-06,0,"Illinois"
"19309","IL",2022-11-07,6,"Illinois"
"19310","IL",2022-11-08,0,"Illinois"
"19311","IL",2022-11-09,19,"Illinois"
"19312","IL",2022-11-10,25,"Illinois"
"19313","IL",2022-11-11,0,"Illinois"
"19314","IL",2022-11-12,0,"Illinois"
"19315","IL",2022-11-13,0,"Illinois"
"19316","IL",2022-11-14,23,"Illinois"
"19317","IL",2022-11-15,22,"Illinois"
"19318","IL",2022-11-16,21,"Illinois"
"19319","IL",2022-11-17,13,"Illinois"
"19320","IL",2022-11-18,10,"Illinois"
"19321","IL",2022-11-19,0,"Illinois"
"19322","IL",2022-11-20,0,"Illinois"
"19323","IL",2022-11-21,21,"Illinois"
"19324","IL",2022-11-22,14,"Illinois"
"19325","IL",2022-11-23,13,"Illinois"
"19326","IL",2022-11-24,0,"Illinois"
"19327","IL",2022-11-25,0,"Illinois"
"19328","IL",2022-11-26,0,"Illinois"
"19329","IL",2022-11-27,0,"Illinois"
"19330","IL",2022-11-28,17,"Illinois"
"19331","IL",2022-11-29,18,"Illinois"
"19332","IL",2022-11-30,21,"Illinois"
"19333","IL",2022-12-01,21,"Illinois"
"19334","IL",2022-12-02,15,"Illinois"
"19335","IL",2022-12-03,0,"Illinois"
"19336","IL",2022-12-04,0,"Illinois"
"19337","IL",2022-12-05,16,"Illinois"
"19338","IL",2022-12-06,18,"Illinois"
"19339","IL",2022-12-07,12,"Illinois"
"19340","IL",2022-12-08,9,"Illinois"
"19341","IL",2022-12-09,16,"Illinois"
"19342","IL",2022-12-10,0,"Illinois"
"19343","IL",2022-12-11,0,"Illinois"
"19344","IL",2022-12-12,16,"Illinois"
"19345","IL",2022-12-13,21,"Illinois"
"19346","IL",2022-12-14,17,"Illinois"
"19347","IL",2022-12-15,16,"Illinois"
"19348","IL",2022-12-16,24,"Illinois"
"19349","IL",2022-12-17,0,"Illinois"
"19350","IL",2022-12-18,0,"Illinois"
"19351","IL",2022-12-19,23,"Illinois"
"19352","IL",2022-12-20,18,"Illinois"
"19353","IL",2022-12-21,21,"Illinois"
"19354","IL",2022-12-22,24,"Illinois"
"19355","IL",2022-12-23,24,"Illinois"
"19356","IL",2022-12-24,0,"Illinois"
"19357","IL",2022-12-25,0,"Illinois"
"19358","IL",2022-12-26,0,"Illinois"
"19359","IL",2022-12-27,17,"Illinois"
"19360","IL",2022-12-28,7,"Illinois"
"19361","IL",2022-12-29,24,"Illinois"
"19362","IL",2022-12-30,21,"Illinois"
"19363","IL",2022-12-31,0,"Illinois"
"19364","IL",2023-01-01,0,"Illinois"
"19365","IL",2023-01-02,0,"Illinois"
"19366","IL",2023-01-03,24,"Illinois"
"19367","IL",2023-01-04,0,"Illinois"
"19368","IL",2023-01-05,45,"Illinois"
"19369","IL",2023-01-06,0,"Illinois"
"19370","IL",2023-01-07,0,"Illinois"
"19371","IL",2023-01-08,0,"Illinois"
"19372","IL",2023-01-09,0,"Illinois"
"19373","IL",2023-01-10,0,"Illinois"
"19374","IL",2023-01-11,0,"Illinois"
"19375","IL",2023-01-12,0,"Illinois"
"19376","IL",2023-01-13,0,"Illinois"
"19377","IL",2023-01-14,0,"Illinois"
"19378","IL",2023-01-15,0,"Illinois"
"19379","IL",2023-01-16,0,"Illinois"
"19380","IL",2023-01-17,135,"Illinois"
"19381","IL",2023-01-18,95,"Illinois"
"19382","IL",2023-01-19,0,"Illinois"
"19383","IL",2023-01-20,0,"Illinois"
"19384","IL",2023-01-21,0,"Illinois"
"19385","IL",2023-01-22,0,"Illinois"
"19386","IL",2023-01-23,0,"Illinois"
"19387","IL",2023-01-24,0,"Illinois"
"19388","IL",2023-01-25,0,"Illinois"
"19389","IL",2023-01-26,110,"Illinois"
"19390","IL",2023-01-27,0,"Illinois"
"19391","IL",2023-01-28,0,"Illinois"
"19392","IL",2023-01-29,0,"Illinois"
"19393","IL",2023-01-30,0,"Illinois"
"19394","IL",2023-01-31,0,"Illinois"
"19395","IL",2023-02-01,0,"Illinois"
"19396","IL",2023-02-02,93,"Illinois"
"19397","IL",2023-02-03,0,"Illinois"
"19398","IL",2023-02-04,0,"Illinois"
"19399","IL",2023-02-05,0,"Illinois"
"19400","IL",2023-02-06,0,"Illinois"
"19401","IL",2023-02-07,0,"Illinois"
"19402","IL",2023-02-08,0,"Illinois"
"19403","IL",2023-02-09,80,"Illinois"
"19404","IL",2023-02-10,0,"Illinois"
"19405","IL",2023-02-11,0,"Illinois"
"19406","IL",2023-02-12,0,"Illinois"
"19407","IL",2023-02-13,0,"Illinois"
"19408","IL",2023-02-14,0,"Illinois"
"19409","IL",2023-02-15,0,"Illinois"
"19410","IL",2023-02-16,76,"Illinois"
"19411","IL",2023-02-17,0,"Illinois"
"19412","IL",2023-02-18,0,"Illinois"
"19413","IL",2023-02-19,0,"Illinois"
"19414","IL",2023-02-20,0,"Illinois"
"19415","IL",2023-02-21,0,"Illinois"
"19416","IL",2023-02-22,0,"Illinois"
"19417","IL",2023-02-23,45,"Illinois"
"19418","IL",2023-02-24,0,"Illinois"
"19419","IL",2023-02-25,0,"Illinois"
"19420","IL",2023-02-26,0,"Illinois"
"19421","IL",2023-02-27,0,"Illinois"
"19422","IL",2023-02-28,0,"Illinois"
"19423","IL",2023-03-01,64,"Illinois"
"19424","IL",2023-03-02,0,"Illinois"
"19425","IL",2023-03-03,0,"Illinois"
"19426","IL",2023-03-04,0,"Illinois"
"19427","IL",2023-03-05,0,"Illinois"
"19428","IL",2023-03-06,0,"Illinois"
"19429","IL",2023-03-07,0,"Illinois"
"19430","IL",2023-03-08,0,"Illinois"
"19431","IL",2023-03-09,53,"Illinois"
"19432","IN",2020-01-22,0,"Indiana"
"19433","IN",2020-01-23,0,"Indiana"
"19434","IN",2020-01-24,0,"Indiana"
"19435","IN",2020-01-25,0,"Indiana"
"19436","IN",2020-01-26,0,"Indiana"
"19437","IN",2020-01-27,0,"Indiana"
"19438","IN",2020-01-28,0,"Indiana"
"19439","IN",2020-01-29,0,"Indiana"
"19440","IN",2020-01-30,0,"Indiana"
"19441","IN",2020-01-31,0,"Indiana"
"19442","IN",2020-02-01,0,"Indiana"
"19443","IN",2020-02-02,0,"Indiana"
"19444","IN",2020-02-03,0,"Indiana"
"19445","IN",2020-02-04,0,"Indiana"
"19446","IN",2020-02-05,0,"Indiana"
"19447","IN",2020-02-06,0,"Indiana"
"19448","IN",2020-02-07,0,"Indiana"
"19449","IN",2020-02-08,0,"Indiana"
"19450","IN",2020-02-09,0,"Indiana"
"19451","IN",2020-02-10,0,"Indiana"
"19452","IN",2020-02-11,0,"Indiana"
"19453","IN",2020-02-12,0,"Indiana"
"19454","IN",2020-02-13,0,"Indiana"
"19455","IN",2020-02-14,0,"Indiana"
"19456","IN",2020-02-15,0,"Indiana"
"19457","IN",2020-02-16,0,"Indiana"
"19458","IN",2020-02-17,0,"Indiana"
"19459","IN",2020-02-18,0,"Indiana"
"19460","IN",2020-02-19,0,"Indiana"
"19461","IN",2020-02-20,0,"Indiana"
"19462","IN",2020-02-21,0,"Indiana"
"19463","IN",2020-02-22,0,"Indiana"
"19464","IN",2020-02-23,0,"Indiana"
"19465","IN",2020-02-24,0,"Indiana"
"19466","IN",2020-02-25,0,"Indiana"
"19467","IN",2020-02-26,0,"Indiana"
"19468","IN",2020-02-27,0,"Indiana"
"19469","IN",2020-02-28,0,"Indiana"
"19470","IN",2020-02-29,0,"Indiana"
"19471","IN",2020-03-01,0,"Indiana"
"19472","IN",2020-03-02,0,"Indiana"
"19473","IN",2020-03-03,0,"Indiana"
"19474","IN",2020-03-04,0,"Indiana"
"19475","IN",2020-03-05,0,"Indiana"
"19476","IN",2020-03-06,0,"Indiana"
"19477","IN",2020-03-07,0,"Indiana"
"19478","IN",2020-03-08,0,"Indiana"
"19479","IN",2020-03-09,0,"Indiana"
"19480","IN",2020-03-10,0,"Indiana"
"19481","IN",2020-03-11,0,"Indiana"
"19482","IN",2020-03-12,0,"Indiana"
"19483","IN",2020-03-13,0,"Indiana"
"19484","IN",2020-03-14,0,"Indiana"
"19485","IN",2020-03-15,0,"Indiana"
"19486","IN",2020-03-16,1,"Indiana"
"19487","IN",2020-03-17,1,"Indiana"
"19488","IN",2020-03-18,0,"Indiana"
"19489","IN",2020-03-19,0,"Indiana"
"19490","IN",2020-03-20,1,"Indiana"
"19491","IN",2020-03-21,1,"Indiana"
"19492","IN",2020-03-22,2,"Indiana"
"19493","IN",2020-03-23,1,"Indiana"
"19494","IN",2020-03-24,5,"Indiana"
"19495","IN",2020-03-25,2,"Indiana"
"19496","IN",2020-03-26,3,"Indiana"
"19497","IN",2020-03-27,7,"Indiana"
"19498","IN",2020-03-28,6,"Indiana"
"19499","IN",2020-03-29,1,"Indiana"
"19500","IN",2020-03-30,4,"Indiana"
"19501","IN",2020-03-31,14,"Indiana"
"19502","IN",2020-04-01,16,"Indiana"
"19503","IN",2020-04-02,13,"Indiana"
"19504","IN",2020-04-03,24,"Indiana"
"19505","IN",2020-04-04,14,"Indiana"
"19506","IN",2020-04-05,11,"Indiana"
"19507","IN",2020-04-06,4,"Indiana"
"19508","IN",2020-04-07,42,"Indiana"
"19509","IN",2020-04-08,30,"Indiana"
"19510","IN",2020-04-09,42,"Indiana"
"19511","IN",2020-04-10,55,"Indiana"
"19512","IN",2020-04-11,31,"Indiana"
"19513","IN",2020-04-12,12,"Indiana"
"19514","IN",2020-04-13,7,"Indiana"
"19515","IN",2020-04-14,37,"Indiana"
"19516","IN",2020-04-15,49,"Indiana"
"19517","IN",2020-04-16,40,"Indiana"
"19518","IN",2020-04-17,46,"Indiana"
"19519","IN",2020-04-18,26,"Indiana"
"19520","IN",2020-04-19,14,"Indiana"
"19521","IN",2020-04-20,12,"Indiana"
"19522","IN",2020-04-21,59,"Indiana"
"19523","IN",2020-04-22,32,"Indiana"
"19524","IN",2020-04-23,44,"Indiana"
"19525","IN",2020-04-24,34,"Indiana"
"19526","IN",2020-04-25,46,"Indiana"
"19527","IN",2020-04-26,28,"Indiana"
"19528","IN",2020-04-27,31,"Indiana"
"19529","IN",2020-04-28,61,"Indiana"
"19530","IN",2020-04-29,63,"Indiana"
"19531","IN",2020-04-30,44,"Indiana"
"19532","IN",2020-05-01,56,"Indiana"
"19533","IN",2020-05-02,140,"Indiana"
"19534","IN",2020-05-03,19,"Indiana"
"19535","IN",2020-05-04,16,"Indiana"
"19536","IN",2020-05-05,49,"Indiana"
"19537","IN",2020-05-06,10,"Indiana"
"19538","IN",2020-05-07,7,"Indiana"
"19539","IN",2020-05-08,36,"Indiana"
"19540","IN",2020-05-09,35,"Indiana"
"19541","IN",2020-05-10,17,"Indiana"
"19542","IN",2020-05-11,33,"Indiana"
"19543","IN",2020-05-12,35,"Indiana"
"19544","IN",2020-05-13,39,"Indiana"
"19545","IN",2020-05-14,29,"Indiana"
"19546","IN",2020-05-15,45,"Indiana"
"19547","IN",2020-05-16,47,"Indiana"
"19548","IN",2020-05-17,11,"Indiana"
"19549","IN",2020-05-18,16,"Indiana"
"19550","IN",2020-05-19,55,"Indiana"
"19551","IN",2020-05-20,42,"Indiana"
"19552","IN",2020-05-21,51,"Indiana"
"19553","IN",2020-05-22,27,"Indiana"
"19554","IN",2020-05-23,22,"Indiana"
"19555","IN",2020-05-24,12,"Indiana"
"19556","IN",2020-05-25,9,"Indiana"
"19557","IN",2020-05-26,19,"Indiana"
"19558","IN",2020-05-27,23,"Indiana"
"19559","IN",2020-05-28,35,"Indiana"
"19560","IN",2020-05-29,39,"Indiana"
"19561","IN",2020-05-30,16,"Indiana"
"19562","IN",2020-05-31,11,"Indiana"
"19563","IN",2020-06-01,9,"Indiana"
"19564","IN",2020-06-02,50,"Indiana"
"19565","IN",2020-06-03,10,"Indiana"
"19566","IN",2020-06-04,23,"Indiana"
"19567","IN",2020-06-05,28,"Indiana"
"19568","IN",2020-06-06,33,"Indiana"
"19569","IN",2020-06-07,11,"Indiana"
"19570","IN",2020-06-08,15,"Indiana"
"19571","IN",2020-06-09,25,"Indiana"
"19572","IN",2020-06-10,15,"Indiana"
"19573","IN",2020-06-11,25,"Indiana"
"19574","IN",2020-06-12,19,"Indiana"
"19575","IN",2020-06-13,21,"Indiana"
"19576","IN",2020-06-14,9,"Indiana"
"19577","IN",2020-06-15,12,"Indiana"
"19578","IN",2020-06-16,16,"Indiana"
"19579","IN",2020-06-17,24,"Indiana"
"19580","IN",2020-06-18,17,"Indiana"
"19581","IN",2020-06-19,23,"Indiana"
"19582","IN",2020-06-20,19,"Indiana"
"19583","IN",2020-06-21,4,"Indiana"
"19584","IN",2020-06-22,14,"Indiana"
"19585","IN",2020-06-23,14,"Indiana"
"19586","IN",2020-06-24,8,"Indiana"
"19587","IN",2020-06-25,9,"Indiana"
"19588","IN",2020-06-26,9,"Indiana"
"19589","IN",2020-06-27,22,"Indiana"
"19590","IN",2020-06-28,3,"Indiana"
"19591","IN",2020-06-29,6,"Indiana"
"19592","IN",2020-06-30,19,"Indiana"
"19593","IN",2020-07-01,9,"Indiana"
"19594","IN",2020-07-02,12,"Indiana"
"19595","IN",2020-07-03,22,"Indiana"
"19596","IN",2020-07-04,6,"Indiana"
"19597","IN",2020-07-05,8,"Indiana"
"19598","IN",2020-07-06,6,"Indiana"
"19599","IN",2020-07-07,23,"Indiana"
"19600","IN",2020-07-08,14,"Indiana"
"19601","IN",2020-07-09,8,"Indiana"
"19602","IN",2020-07-10,9,"Indiana"
"19603","IN",2020-07-11,11,"Indiana"
"19604","IN",2020-07-12,4,"Indiana"
"19605","IN",2020-07-13,2,"Indiana"
"19606","IN",2020-07-14,14,"Indiana"
"19607","IN",2020-07-15,11,"Indiana"
"19608","IN",2020-07-16,11,"Indiana"
"19609","IN",2020-07-17,8,"Indiana"
"19610","IN",2020-07-18,21,"Indiana"
"19611","IN",2020-07-19,3,"Indiana"
"19612","IN",2020-07-20,4,"Indiana"
"19613","IN",2020-07-21,18,"Indiana"
"19614","IN",2020-07-22,17,"Indiana"
"19615","IN",2020-07-23,16,"Indiana"
"19616","IN",2020-07-24,6,"Indiana"
"19617","IN",2020-07-25,13,"Indiana"
"19618","IN",2020-07-26,8,"Indiana"
"19619","IN",2020-07-27,3,"Indiana"
"19620","IN",2020-07-28,16,"Indiana"
"19621","IN",2020-07-29,10,"Indiana"
"19622","IN",2020-07-30,13,"Indiana"
"19623","IN",2020-07-31,19,"Indiana"
"19624","IN",2020-08-01,7,"Indiana"
"19625","IN",2020-08-02,4,"Indiana"
"19626","IN",2020-08-03,4,"Indiana"
"19627","IN",2020-08-04,15,"Indiana"
"19628","IN",2020-08-05,13,"Indiana"
"19629","IN",2020-08-06,8,"Indiana"
"19630","IN",2020-08-07,8,"Indiana"
"19631","IN",2020-08-08,16,"Indiana"
"19632","IN",2020-08-09,2,"Indiana"
"19633","IN",2020-08-10,4,"Indiana"
"19634","IN",2020-08-11,25,"Indiana"
"19635","IN",2020-08-12,15,"Indiana"
"19636","IN",2020-08-13,20,"Indiana"
"19637","IN",2020-08-14,10,"Indiana"
"19638","IN",2020-08-15,19,"Indiana"
"19639","IN",2020-08-16,4,"Indiana"
"19640","IN",2020-08-17,9,"Indiana"
"19641","IN",2020-08-18,28,"Indiana"
"19642","IN",2020-08-19,18,"Indiana"
"19643","IN",2020-08-20,15,"Indiana"
"19644","IN",2020-08-21,12,"Indiana"
"19645","IN",2020-08-22,10,"Indiana"
"19646","IN",2020-08-23,3,"Indiana"
"19647","IN",2020-08-24,6,"Indiana"
"19648","IN",2020-08-25,16,"Indiana"
"19649","IN",2020-08-26,17,"Indiana"
"19650","IN",2020-08-27,8,"Indiana"
"19651","IN",2020-08-28,11,"Indiana"
"19652","IN",2020-08-29,12,"Indiana"
"19653","IN",2020-08-30,8,"Indiana"
"19654","IN",2020-08-31,6,"Indiana"
"19655","IN",2020-09-01,17,"Indiana"
"19656","IN",2020-09-02,14,"Indiana"
"19657","IN",2020-09-03,5,"Indiana"
"19658","IN",2020-09-04,17,"Indiana"
"19659","IN",2020-09-05,13,"Indiana"
"19660","IN",2020-09-06,2,"Indiana"
"19661","IN",2020-09-07,6,"Indiana"
