start_date,date,incidD,state,USPS,source,datew
2020-10-11,2020-10-17,126,Michigan,MI,cdc,NA
2020-10-18,2020-10-24,165,Michigan,MI,cdc,NA
2020-10-25,2020-10-31,170,Michigan,MI,cdc,NA
2020-11-01,2020-11-07,285,Michigan,MI,cdc,NA
2020-11-08,2020-11-14,395,Michigan,MI,cdc,NA
2020-11-15,2020-11-21,570,Michigan,MI,cdc,NA
2020-11-22,2020-11-28,664,Michigan,MI,cdc,NA
2020-11-29,2020-12-05,778,Michigan,MI,cdc,NA
2020-12-06,2020-12-12,829,Michigan,MI,cdc,NA
2020-12-13,2020-12-19,783,Michigan,MI,cdc,NA
2020-12-20,2020-12-26,648,Michigan,MI,cdc,NA
2020-12-27,2021-01-02,540,Michigan,MI,cdc,NA
2021-01-03,2021-01-09,488,Michigan,MI,cdc,NA
2021-01-10,2021-01-16,421,Michigan,MI,cdc,NA
2021-01-17,2021-01-23,360,Michigan,MI,cdc,NA
2021-01-24,2021-01-30,270,Michigan,MI,cdc,NA
2021-01-31,2021-02-06,271,Michigan,MI,cdc,NA
2021-02-07,2021-02-13,176,Michigan,MI,cdc,NA
2021-02-14,2021-02-20,148,Michigan,MI,cdc,NA
2021-02-21,2021-02-27,116,Michigan,MI,cdc,NA
2021-02-28,2021-03-06,98,Michigan,MI,cdc,NA
2021-03-07,2021-03-13,92,Michigan,MI,cdc,NA
2021-03-14,2021-03-20,117,Michigan,MI,cdc,NA
2021-03-21,2021-03-27,169,Michigan,MI,cdc,NA
2021-03-28,2021-04-03,238,Michigan,MI,cdc,NA
2021-04-04,2021-04-10,323,Michigan,MI,cdc,NA
2021-04-11,2021-04-17,422,Michigan,MI,cdc,NA
2021-04-18,2021-04-24,495,Michigan,MI,cdc,NA
2021-04-25,2021-05-01,439,Michigan,MI,cdc,NA
2021-05-02,2021-05-08,389,Michigan,MI,cdc,NA
2021-05-09,2021-05-15,345,Michigan,MI,cdc,NA
2021-05-16,2021-05-22,273,Michigan,MI,cdc,NA
2021-05-23,2021-05-29,192,Michigan,MI,cdc,NA
2021-05-30,2021-06-05,155,Michigan,MI,cdc,NA
2021-06-06,2021-06-12,110,Michigan,MI,cdc,NA
2021-06-13,2021-06-19,81,Michigan,MI,cdc,NA
2021-06-20,2021-06-26,54,Michigan,MI,cdc,NA
2021-06-27,2021-07-03,33,Michigan,MI,cdc,NA
2021-07-04,2021-07-10,29,Michigan,MI,cdc,NA
2021-07-11,2021-07-17,19,Michigan,MI,cdc,NA
2021-07-18,2021-07-24,33,Michigan,MI,cdc,NA
2021-07-25,2021-07-31,35,Michigan,MI,cdc,NA
2021-08-01,2021-08-07,43,Michigan,MI,cdc,NA
2021-08-08,2021-08-14,87,Michigan,MI,cdc,NA
2021-08-15,2021-08-21,113,Michigan,MI,cdc,NA
2021-08-22,2021-08-28,107,Michigan,MI,cdc,NA
2021-08-29,2021-09-04,159,Michigan,MI,cdc,NA
2021-09-05,2021-09-11,166,Michigan,MI,cdc,NA
2021-09-12,2021-09-18,218,Michigan,MI,cdc,NA
2021-09-19,2021-09-25,211,Michigan,MI,cdc,NA
2021-09-26,2021-10-02,243,Michigan,MI,cdc,NA
2021-10-03,2021-10-09,244,Michigan,MI,cdc,NA
2021-10-10,2021-10-16,300,Michigan,MI,cdc,NA
2021-10-17,2021-10-23,356,Michigan,MI,cdc,NA
2021-10-24,2021-10-30,335,Michigan,MI,cdc,NA
2021-10-31,2021-11-06,344,Michigan,MI,cdc,NA
2021-11-07,2021-11-13,472,Michigan,MI,cdc,NA
2021-11-14,2021-11-20,522,Michigan,MI,cdc,NA
2021-11-21,2021-11-27,689,Michigan,MI,cdc,NA
2021-11-28,2021-12-04,770,Michigan,MI,cdc,NA
2021-12-05,2021-12-11,857,Michigan,MI,cdc,NA
2021-12-12,2021-12-18,825,Michigan,MI,cdc,NA
2021-12-19,2021-12-25,769,Michigan,MI,cdc,NA
2021-12-26,2022-01-01,658,Michigan,MI,cdc,NA
2022-01-02,2022-01-08,667,Michigan,MI,cdc,NA
2022-01-09,2022-01-15,673,Michigan,MI,cdc,NA
2022-01-16,2022-01-22,659,Michigan,MI,cdc,NA
2022-01-23,2022-01-29,575,Michigan,MI,cdc,NA
2022-01-30,2022-02-05,498,Michigan,MI,cdc,NA
2022-02-06,2022-02-12,363,Michigan,MI,cdc,NA
2022-02-13,2022-02-19,319,Michigan,MI,cdc,NA
2022-02-20,2022-02-26,237,Michigan,MI,cdc,NA
2022-02-27,2022-03-05,156,Michigan,MI,cdc,NA
2022-03-06,2022-03-12,126,Michigan,MI,cdc,NA
2022-03-13,2022-03-19,99,Michigan,MI,cdc,NA
2022-03-20,2022-03-26,78,Michigan,MI,cdc,NA
2022-03-27,2022-04-02,63,Michigan,MI,cdc,NA
2022-04-03,2022-04-09,59,Michigan,MI,cdc,NA
2022-04-10,2022-04-16,56,Michigan,MI,cdc,NA
2022-04-17,2022-04-23,52,Michigan,MI,cdc,NA
2022-04-24,2022-04-30,52,Michigan,MI,cdc,NA
2022-05-01,2022-05-07,76,Michigan,MI,cdc,NA
2022-05-08,2022-05-14,79,Michigan,MI,cdc,NA
2022-05-15,2022-05-21,72,Michigan,MI,cdc,NA
2022-05-22,2022-05-28,92,Michigan,MI,cdc,NA
2022-05-29,2022-06-04,75,Michigan,MI,cdc,NA
2022-06-05,2022-06-11,87,Michigan,MI,cdc,NA
2022-06-12,2022-06-18,85,Michigan,MI,cdc,NA
2022-06-19,2022-06-25,79,Michigan,MI,cdc,NA
2022-06-26,2022-07-02,68,Michigan,MI,cdc,NA
2022-07-03,2022-07-09,78,Michigan,MI,cdc,NA
2022-07-10,2022-07-16,77,Michigan,MI,cdc,NA
2022-07-17,2022-07-23,59,Michigan,MI,cdc,NA
2022-07-24,2022-07-30,74,Michigan,MI,cdc,NA
2022-07-31,2022-08-06,87,Michigan,MI,cdc,NA
2022-08-07,2022-08-13,90,Michigan,MI,cdc,NA
2022-08-14,2022-08-20,80,Michigan,MI,cdc,NA
2022-08-21,2022-08-27,89,Michigan,MI,cdc,NA
2022-08-28,2022-09-03,96,Michigan,MI,cdc,NA
2022-09-04,2022-09-10,101,Michigan,MI,cdc,NA
2022-09-11,2022-09-17,91,Michigan,MI,cdc,NA
2022-09-18,2022-09-24,97,Michigan,MI,cdc,NA
2022-09-25,2022-10-01,112,Michigan,MI,cdc,NA
2022-10-02,2022-10-08,89,Michigan,MI,cdc,NA
2022-10-09,2022-10-15,97,Michigan,MI,cdc,NA
2022-10-16,2022-10-22,115,Michigan,MI,cdc,NA
2022-10-23,2022-10-29,122,Michigan,MI,cdc,NA
2022-10-30,2022-11-05,116,Michigan,MI,cdc,NA
2022-11-06,2022-11-12,128,Michigan,MI,cdc,NA
2022-11-13,2022-11-19,100,Michigan,MI,cdc,NA
2022-11-20,2022-11-26,99,Michigan,MI,cdc,NA
2022-11-27,2022-12-03,82,Michigan,MI,cdc,NA
2022-12-04,2022-12-10,73,Michigan,MI,cdc,NA
2022-12-11,2022-12-17,33,Michigan,MI,cdc,NA
2022-12-18,2022-12-24,0,Michigan,MI,cdc,NA
2022-12-25,2022-12-31,0,Michigan,MI,cdc,NA
2019-12-29,2020-01-04,0,Minnesota,MN,cdc,NA
2020-01-05,2020-01-11,0,Minnesota,MN,cdc,NA
2020-01-12,2020-01-18,0,Minnesota,MN,cdc,NA
2020-01-19,2020-01-25,0,Minnesota,MN,cdc,NA
2020-01-26,2020-02-01,0,Minnesota,MN,cdc,NA
2020-02-02,2020-02-08,0,Minnesota,MN,cdc,NA
2020-02-09,2020-02-15,0,Minnesota,MN,cdc,NA
2020-02-16,2020-02-22,0,Minnesota,MN,cdc,NA
2020-02-23,2020-02-29,0,Minnesota,MN,cdc,NA
2020-03-01,2020-03-07,0,Minnesota,MN,cdc,NA
2020-03-08,2020-03-14,0,Minnesota,MN,cdc,NA
2020-03-15,2020-03-21,NA,Minnesota,MN,cdc,NA
2020-03-22,2020-03-28,12,Minnesota,MN,cdc,NA
2020-03-29,2020-04-04,25,Minnesota,MN,cdc,NA
2020-04-05,2020-04-11,45,Minnesota,MN,cdc,NA
2020-04-12,2020-04-18,80,Minnesota,MN,cdc,NA
2020-04-19,2020-04-25,148,Minnesota,MN,cdc,NA
2020-04-26,2020-05-02,157,Minnesota,MN,cdc,NA
2020-05-03,2020-05-09,169,Minnesota,MN,cdc,NA
2020-05-10,2020-05-16,142,Minnesota,MN,cdc,NA
2020-05-17,2020-05-23,166,Minnesota,MN,cdc,NA
2020-05-24,2020-05-30,156,Minnesota,MN,cdc,NA
2020-05-31,2020-06-06,152,Minnesota,MN,cdc,NA
2020-06-07,2020-06-13,90,Minnesota,MN,cdc,NA
2020-06-14,2020-06-20,68,Minnesota,MN,cdc,NA
2020-06-21,2020-06-27,54,Minnesota,MN,cdc,NA
2020-06-28,2020-07-04,44,Minnesota,MN,cdc,NA
2020-07-05,2020-07-11,32,Minnesota,MN,cdc,NA
2020-07-12,2020-07-18,38,Minnesota,MN,cdc,NA
2020-07-19,2020-07-25,34,Minnesota,MN,cdc,NA
2020-07-26,2020-08-01,36,Minnesota,MN,cdc,NA
2020-08-02,2020-08-08,46,Minnesota,MN,cdc,NA
2020-08-09,2020-08-15,51,Minnesota,MN,cdc,NA
2020-08-16,2020-08-22,59,Minnesota,MN,cdc,NA
2020-08-23,2020-08-29,41,Minnesota,MN,cdc,NA
2020-08-30,2020-09-05,51,Minnesota,MN,cdc,NA
2020-09-06,2020-09-12,57,Minnesota,MN,cdc,NA
2020-09-13,2020-09-19,47,Minnesota,MN,cdc,NA
2020-09-20,2020-09-26,57,Minnesota,MN,cdc,NA
2020-09-27,2020-10-03,73,Minnesota,MN,cdc,NA
2020-10-04,2020-10-10,85,Minnesota,MN,cdc,NA
2020-10-11,2020-10-17,100,Minnesota,MN,cdc,NA
2020-10-18,2020-10-24,124,Minnesota,MN,cdc,NA
2020-10-25,2020-10-31,156,Minnesota,MN,cdc,NA
2020-11-01,2020-11-07,218,Minnesota,MN,cdc,NA
2020-11-08,2020-11-14,282,Minnesota,MN,cdc,NA
2020-11-15,2020-11-21,407,Minnesota,MN,cdc,NA
2020-11-22,2020-11-28,444,Minnesota,MN,cdc,NA
2020-11-29,2020-12-05,471,Minnesota,MN,cdc,NA
2020-12-06,2020-12-12,482,Minnesota,MN,cdc,NA
2020-12-13,2020-12-19,407,Minnesota,MN,cdc,NA
2020-12-20,2020-12-26,328,Minnesota,MN,cdc,NA
2020-12-27,2021-01-02,281,Minnesota,MN,cdc,NA
2021-01-03,2021-01-09,239,Minnesota,MN,cdc,NA
2021-01-10,2021-01-16,215,Minnesota,MN,cdc,NA
2021-01-17,2021-01-23,133,Minnesota,MN,cdc,NA
2021-01-24,2021-01-30,121,Minnesota,MN,cdc,NA
2021-01-31,2021-02-06,99,Minnesota,MN,cdc,NA
2021-02-07,2021-02-13,93,Minnesota,MN,cdc,NA
2021-02-14,2021-02-20,65,Minnesota,MN,cdc,NA
2021-02-21,2021-02-27,48,Minnesota,MN,cdc,NA
2021-02-28,2021-03-06,55,Minnesota,MN,cdc,NA
2021-03-07,2021-03-13,59,Minnesota,MN,cdc,NA
2021-03-14,2021-03-20,40,Minnesota,MN,cdc,NA
2021-03-21,2021-03-27,36,Minnesota,MN,cdc,NA
2021-03-28,2021-04-03,50,Minnesota,MN,cdc,NA
2021-04-04,2021-04-10,61,Minnesota,MN,cdc,NA
2021-04-11,2021-04-17,66,Minnesota,MN,cdc,NA
2021-04-18,2021-04-24,65,Minnesota,MN,cdc,NA
2021-04-25,2021-05-01,79,Minnesota,MN,cdc,NA
2021-05-02,2021-05-08,63,Minnesota,MN,cdc,NA
2021-05-09,2021-05-15,70,Minnesota,MN,cdc,NA
2021-05-16,2021-05-22,48,Minnesota,MN,cdc,NA
2021-05-23,2021-05-29,38,Minnesota,MN,cdc,NA
2021-05-30,2021-06-05,31,Minnesota,MN,cdc,NA
2021-06-06,2021-06-12,35,Minnesota,MN,cdc,NA
2021-06-13,2021-06-19,27,Minnesota,MN,cdc,NA
2021-06-20,2021-06-26,20,Minnesota,MN,cdc,NA
2021-06-27,2021-07-03,12,Minnesota,MN,cdc,NA
2021-07-04,2021-07-10,14,Minnesota,MN,cdc,NA
2021-07-11,2021-07-17,14,Minnesota,MN,cdc,NA
2021-07-18,2021-07-24,10,Minnesota,MN,cdc,NA
2021-07-25,2021-07-31,20,Minnesota,MN,cdc,NA
2021-08-01,2021-08-07,22,Minnesota,MN,cdc,NA
2021-08-08,2021-08-14,29,Minnesota,MN,cdc,NA
2021-08-15,2021-08-21,33,Minnesota,MN,cdc,NA
2021-08-22,2021-08-28,54,Minnesota,MN,cdc,NA
2021-08-29,2021-09-04,62,Minnesota,MN,cdc,NA
2021-09-05,2021-09-11,68,Minnesota,MN,cdc,NA
2021-09-12,2021-09-18,88,Minnesota,MN,cdc,NA
2021-09-19,2021-09-25,112,Minnesota,MN,cdc,NA
2021-09-26,2021-10-02,116,Minnesota,MN,cdc,NA
2021-10-03,2021-10-09,140,Minnesota,MN,cdc,NA
2021-10-10,2021-10-16,132,Minnesota,MN,cdc,NA
2021-10-17,2021-10-23,124,Minnesota,MN,cdc,NA
2021-10-24,2021-10-30,145,Minnesota,MN,cdc,NA
2021-10-31,2021-11-06,163,Minnesota,MN,cdc,NA
2021-11-07,2021-11-13,170,Minnesota,MN,cdc,NA
2021-11-14,2021-11-20,227,Minnesota,MN,cdc,NA
2021-11-21,2021-11-27,247,Minnesota,MN,cdc,NA
2021-11-28,2021-12-04,269,Minnesota,MN,cdc,NA
2021-12-05,2021-12-11,266,Minnesota,MN,cdc,NA
2021-12-12,2021-12-18,277,Minnesota,MN,cdc,NA
2021-12-19,2021-12-25,222,Minnesota,MN,cdc,NA
2021-12-26,2022-01-01,237,Minnesota,MN,cdc,NA
2022-01-02,2022-01-08,229,Minnesota,MN,cdc,NA
2022-01-09,2022-01-15,191,Minnesota,MN,cdc,NA
2022-01-16,2022-01-22,221,Minnesota,MN,cdc,NA
2022-01-23,2022-01-29,236,Minnesota,MN,cdc,NA
2022-01-30,2022-02-05,181,Minnesota,MN,cdc,NA
2022-02-06,2022-02-12,171,Minnesota,MN,cdc,NA
2022-02-13,2022-02-19,125,Minnesota,MN,cdc,NA
2022-02-20,2022-02-26,85,Minnesota,MN,cdc,NA
2022-02-27,2022-03-05,65,Minnesota,MN,cdc,NA
2022-03-06,2022-03-12,57,Minnesota,MN,cdc,NA
2022-03-13,2022-03-19,30,Minnesota,MN,cdc,NA
2022-03-20,2022-03-26,35,Minnesota,MN,cdc,NA
2022-03-27,2022-04-02,25,Minnesota,MN,cdc,NA
2022-04-03,2022-04-09,24,Minnesota,MN,cdc,NA
2022-04-10,2022-04-16,24,Minnesota,MN,cdc,NA
2022-04-17,2022-04-23,24,Minnesota,MN,cdc,NA
2022-04-24,2022-04-30,18,Minnesota,MN,cdc,NA
2022-05-01,2022-05-07,31,Minnesota,MN,cdc,NA
2022-05-08,2022-05-14,32,Minnesota,MN,cdc,NA
2022-05-15,2022-05-21,36,Minnesota,MN,cdc,NA
2022-05-22,2022-05-28,53,Minnesota,MN,cdc,NA
2022-05-29,2022-06-04,44,Minnesota,MN,cdc,NA
2022-06-05,2022-06-11,41,Minnesota,MN,cdc,NA
2022-06-12,2022-06-18,40,Minnesota,MN,cdc,NA
2022-06-19,2022-06-25,47,Minnesota,MN,cdc,NA
2022-06-26,2022-07-02,35,Minnesota,MN,cdc,NA
2022-07-03,2022-07-09,43,Minnesota,MN,cdc,NA
2022-07-10,2022-07-16,46,Minnesota,MN,cdc,NA
2022-07-17,2022-07-23,47,Minnesota,MN,cdc,NA
2022-07-24,2022-07-30,31,Minnesota,MN,cdc,NA
2022-07-31,2022-08-06,32,Minnesota,MN,cdc,NA
2022-08-07,2022-08-13,37,Minnesota,MN,cdc,NA
2022-08-14,2022-08-20,32,Minnesota,MN,cdc,NA
2022-08-21,2022-08-27,56,Minnesota,MN,cdc,NA
2022-08-28,2022-09-03,38,Minnesota,MN,cdc,NA
2022-09-04,2022-09-10,44,Minnesota,MN,cdc,NA
2022-09-11,2022-09-17,46,Minnesota,MN,cdc,NA
2022-09-18,2022-09-24,42,Minnesota,MN,cdc,NA
2022-09-25,2022-10-01,40,Minnesota,MN,cdc,NA
2022-10-02,2022-10-08,44,Minnesota,MN,cdc,NA
2022-10-09,2022-10-15,46,Minnesota,MN,cdc,NA
2022-10-16,2022-10-22,40,Minnesota,MN,cdc,NA
2022-10-23,2022-10-29,56,Minnesota,MN,cdc,NA
2022-10-30,2022-11-05,55,Minnesota,MN,cdc,NA
2022-11-06,2022-11-12,64,Minnesota,MN,cdc,NA
2022-11-13,2022-11-19,59,Minnesota,MN,cdc,NA
2022-11-20,2022-11-26,58,Minnesota,MN,cdc,NA
2022-11-27,2022-12-03,48,Minnesota,MN,cdc,NA
2022-12-04,2022-12-10,51,Minnesota,MN,cdc,NA
2022-12-11,2022-12-17,36,Minnesota,MN,cdc,NA
2022-12-18,2022-12-24,29,Minnesota,MN,cdc,NA
2022-12-25,2022-12-31,16,Minnesota,MN,cdc,NA
2019-12-29,2020-01-04,0,Mississippi,MS,cdc,NA
2020-01-05,2020-01-11,0,Mississippi,MS,cdc,NA
2020-01-12,2020-01-18,0,Mississippi,MS,cdc,NA
2020-01-19,2020-01-25,0,Mississippi,MS,cdc,NA
2020-01-26,2020-02-01,0,Mississippi,MS,cdc,NA
2020-02-02,2020-02-08,NA,Mississippi,MS,cdc,NA
2020-02-09,2020-02-15,NA,Mississippi,MS,cdc,NA
2020-02-16,2020-02-22,0,Mississippi,MS,cdc,NA
2020-02-23,2020-02-29,0,Mississippi,MS,cdc,NA
2020-03-01,2020-03-07,0,Mississippi,MS,cdc,NA
2020-03-08,2020-03-14,0,Mississippi,MS,cdc,NA
2020-03-15,2020-03-21,NA,Mississippi,MS,cdc,NA
2020-03-22,2020-03-28,15,Mississippi,MS,cdc,NA
2020-03-29,2020-04-04,55,Mississippi,MS,cdc,NA
2020-04-05,2020-04-11,67,Mississippi,MS,cdc,NA
2020-04-12,2020-04-18,68,Mississippi,MS,cdc,NA
2020-04-19,2020-04-25,68,Mississippi,MS,cdc,NA
2020-04-26,2020-05-02,100,Mississippi,MS,cdc,NA
2020-05-03,2020-05-09,88,Mississippi,MS,cdc,NA
2020-05-10,2020-05-16,108,Mississippi,MS,cdc,NA
2020-05-17,2020-05-23,102,Mississippi,MS,cdc,NA
2020-05-24,2020-05-30,108,Mississippi,MS,cdc,NA
2020-05-31,2020-06-06,90,Mississippi,MS,cdc,NA
2020-06-07,2020-06-13,70,Mississippi,MS,cdc,NA
2020-06-14,2020-06-20,76,Mississippi,MS,cdc,NA
2020-06-21,2020-06-27,70,Mississippi,MS,cdc,NA
2020-06-28,2020-07-04,91,Mississippi,MS,cdc,NA
2020-07-05,2020-07-11,123,Mississippi,MS,cdc,NA
2020-07-12,2020-07-18,130,Mississippi,MS,cdc,NA
2020-07-19,2020-07-25,165,Mississippi,MS,cdc,NA
2020-07-26,2020-08-01,231,Mississippi,MS,cdc,NA
2020-08-02,2020-08-08,204,Mississippi,MS,cdc,NA
2020-08-09,2020-08-15,197,Mississippi,MS,cdc,NA
2020-08-16,2020-08-22,192,Mississippi,MS,cdc,NA
2020-08-23,2020-08-29,160,Mississippi,MS,cdc,NA
2020-08-30,2020-09-05,116,Mississippi,MS,cdc,NA
2020-09-06,2020-09-12,109,Mississippi,MS,cdc,NA
2020-09-13,2020-09-19,106,Mississippi,MS,cdc,NA
2020-09-20,2020-09-26,103,Mississippi,MS,cdc,NA
2020-09-27,2020-10-03,89,Mississippi,MS,cdc,NA
2020-10-04,2020-10-10,77,Mississippi,MS,cdc,NA
2020-10-11,2020-10-17,79,Mississippi,MS,cdc,NA
2020-10-18,2020-10-24,90,Mississippi,MS,cdc,NA
2020-10-25,2020-10-31,96,Mississippi,MS,cdc,NA
2020-11-01,2020-11-07,111,Mississippi,MS,cdc,NA
2020-11-08,2020-11-14,121,Mississippi,MS,cdc,NA
2020-11-15,2020-11-21,142,Mississippi,MS,cdc,NA
2020-11-22,2020-11-28,162,Mississippi,MS,cdc,NA
2020-11-29,2020-12-05,206,Mississippi,MS,cdc,NA
2020-12-06,2020-12-12,266,Mississippi,MS,cdc,NA
2020-12-13,2020-12-19,238,Mississippi,MS,cdc,NA
2020-12-20,2020-12-26,257,Mississippi,MS,cdc,NA
2020-12-27,2021-01-02,298,Mississippi,MS,cdc,NA
2021-01-03,2021-01-09,343,Mississippi,MS,cdc,NA
2021-01-10,2021-01-16,331,Mississippi,MS,cdc,NA
2021-01-17,2021-01-23,307,Mississippi,MS,cdc,NA
2021-01-24,2021-01-30,233,Mississippi,MS,cdc,NA
2021-01-31,2021-02-06,227,Mississippi,MS,cdc,NA
2021-02-07,2021-02-13,150,Mississippi,MS,cdc,NA
2021-02-14,2021-02-20,112,Mississippi,MS,cdc,NA
2021-02-21,2021-02-27,115,Mississippi,MS,cdc,NA
2021-02-28,2021-03-06,86,Mississippi,MS,cdc,NA
2021-03-07,2021-03-13,65,Mississippi,MS,cdc,NA
2021-03-14,2021-03-20,59,Mississippi,MS,cdc,NA
2021-03-21,2021-03-27,47,Mississippi,MS,cdc,NA
2021-03-28,2021-04-03,52,Mississippi,MS,cdc,NA
2021-04-04,2021-04-10,49,Mississippi,MS,cdc,NA
2021-04-11,2021-04-17,31,Mississippi,MS,cdc,NA
2021-04-18,2021-04-24,40,Mississippi,MS,cdc,NA
2021-04-25,2021-05-01,36,Mississippi,MS,cdc,NA
2021-05-02,2021-05-08,26,Mississippi,MS,cdc,NA
2021-05-09,2021-05-15,36,Mississippi,MS,cdc,NA
2021-05-16,2021-05-22,37,Mississippi,MS,cdc,NA
2021-05-23,2021-05-29,48,Mississippi,MS,cdc,NA
2021-05-30,2021-06-05,30,Mississippi,MS,cdc,NA
2021-06-06,2021-06-12,23,Mississippi,MS,cdc,NA
2021-06-13,2021-06-19,25,Mississippi,MS,cdc,NA
2021-06-20,2021-06-26,19,Mississippi,MS,cdc,NA
2021-06-27,2021-07-03,18,Mississippi,MS,cdc,NA
2021-07-04,2021-07-10,22,Mississippi,MS,cdc,NA
2021-07-11,2021-07-17,47,Mississippi,MS,cdc,NA
2021-07-18,2021-07-24,62,Mississippi,MS,cdc,NA
2021-07-25,2021-07-31,92,Mississippi,MS,cdc,NA
2021-08-01,2021-08-07,181,Mississippi,MS,cdc,NA
2021-08-08,2021-08-14,230,Mississippi,MS,cdc,NA
2021-08-15,2021-08-21,329,Mississippi,MS,cdc,NA
2021-08-22,2021-08-28,338,Mississippi,MS,cdc,NA
2021-08-29,2021-09-04,314,Mississippi,MS,cdc,NA
2021-09-05,2021-09-11,308,Mississippi,MS,cdc,NA
2021-09-12,2021-09-18,254,Mississippi,MS,cdc,NA
2021-09-19,2021-09-25,201,Mississippi,MS,cdc,NA
2021-09-26,2021-10-02,149,Mississippi,MS,cdc,NA
2021-10-03,2021-10-09,97,Mississippi,MS,cdc,NA
2021-10-10,2021-10-16,87,Mississippi,MS,cdc,NA
2021-10-17,2021-10-23,86,Mississippi,MS,cdc,NA
2021-10-24,2021-10-30,54,Mississippi,MS,cdc,NA
2021-10-31,2021-11-06,53,Mississippi,MS,cdc,NA
2021-11-07,2021-11-13,42,Mississippi,MS,cdc,NA
2021-11-14,2021-11-20,36,Mississippi,MS,cdc,NA
2021-11-21,2021-11-27,43,Mississippi,MS,cdc,NA
2021-11-28,2021-12-04,32,Mississippi,MS,cdc,NA
2021-12-05,2021-12-11,41,Mississippi,MS,cdc,NA
2021-12-12,2021-12-18,52,Mississippi,MS,cdc,NA
2021-12-19,2021-12-25,57,Mississippi,MS,cdc,NA
2021-12-26,2022-01-01,77,Mississippi,MS,cdc,NA
2022-01-02,2022-01-08,127,Mississippi,MS,cdc,NA
2022-01-09,2022-01-15,205,Mississippi,MS,cdc,NA
2022-01-16,2022-01-22,281,Mississippi,MS,cdc,NA
2022-01-23,2022-01-29,299,Mississippi,MS,cdc,NA
2022-01-30,2022-02-05,321,Mississippi,MS,cdc,NA
2022-02-06,2022-02-12,247,Mississippi,MS,cdc,NA
2022-02-13,2022-02-19,194,Mississippi,MS,cdc,NA
2022-02-20,2022-02-26,117,Mississippi,MS,cdc,NA
2022-02-27,2022-03-05,104,Mississippi,MS,cdc,NA
2022-03-06,2022-03-12,69,Mississippi,MS,cdc,NA
2022-03-13,2022-03-19,43,Mississippi,MS,cdc,NA
2022-03-20,2022-03-26,29,Mississippi,MS,cdc,NA
2022-03-27,2022-04-02,25,Mississippi,MS,cdc,NA
2022-04-03,2022-04-09,27,Mississippi,MS,cdc,NA
2022-04-10,2022-04-16,29,Mississippi,MS,cdc,NA
2022-04-17,2022-04-23,18,Mississippi,MS,cdc,NA
2022-04-24,2022-04-30,10,Mississippi,MS,cdc,NA
2022-05-01,2022-05-07,NA,Mississippi,MS,cdc,NA
2022-05-08,2022-05-14,16,Mississippi,MS,cdc,NA
2022-05-15,2022-05-21,NA,Mississippi,MS,cdc,NA
2022-05-22,2022-05-28,14,Mississippi,MS,cdc,NA
2022-05-29,2022-06-04,12,Mississippi,MS,cdc,NA
2022-06-05,2022-06-11,16,Mississippi,MS,cdc,NA
2022-06-12,2022-06-18,19,Mississippi,MS,cdc,NA
2022-06-19,2022-06-25,33,Mississippi,MS,cdc,NA
2022-06-26,2022-07-02,30,Mississippi,MS,cdc,NA
2022-07-03,2022-07-09,43,Mississippi,MS,cdc,NA
2022-07-10,2022-07-16,51,Mississippi,MS,cdc,NA
2022-07-17,2022-07-23,60,Mississippi,MS,cdc,NA
2022-07-24,2022-07-30,49,Mississippi,MS,cdc,NA
2022-07-31,2022-08-06,48,Mississippi,MS,cdc,NA
2022-08-07,2022-08-13,56,Mississippi,MS,cdc,NA
2022-08-14,2022-08-20,39,Mississippi,MS,cdc,NA
2022-08-21,2022-08-27,41,Mississippi,MS,cdc,NA
2022-08-28,2022-09-03,40,Mississippi,MS,cdc,NA
2022-09-04,2022-09-10,32,Mississippi,MS,cdc,NA
2022-09-11,2022-09-17,48,Mississippi,MS,cdc,NA
2022-09-18,2022-09-24,37,Mississippi,MS,cdc,NA
2022-09-25,2022-10-01,20,Mississippi,MS,cdc,NA
2022-10-02,2022-10-08,25,Mississippi,MS,cdc,NA
2022-10-09,2022-10-15,31,Mississippi,MS,cdc,NA
2022-10-16,2022-10-22,18,Mississippi,MS,cdc,NA
2022-10-23,2022-10-29,22,Mississippi,MS,cdc,NA
2022-10-30,2022-11-05,25,Mississippi,MS,cdc,NA
2022-11-06,2022-11-12,13,Mississippi,MS,cdc,NA
2022-11-13,2022-11-19,10,Mississippi,MS,cdc,NA
2022-11-20,2022-11-26,21,Mississippi,MS,cdc,NA
2022-11-27,2022-12-03,19,Mississippi,MS,cdc,NA
2022-12-04,2022-12-10,33,Mississippi,MS,cdc,NA
2022-12-11,2022-12-17,18,Mississippi,MS,cdc,NA
2022-12-18,2022-12-24,NA,Mississippi,MS,cdc,NA
2022-12-25,2022-12-31,NA,Mississippi,MS,cdc,NA
2019-12-29,2020-01-04,0,Missouri,MO,cdc,NA
2020-01-05,2020-01-11,0,Missouri,MO,cdc,NA
2020-01-12,2020-01-18,0,Missouri,MO,cdc,NA
2020-01-19,2020-01-25,0,Missouri,MO,cdc,NA
2020-01-26,2020-02-01,0,Missouri,MO,cdc,NA
2020-02-02,2020-02-08,0,Missouri,MO,cdc,NA
2020-02-09,2020-02-15,0,Missouri,MO,cdc,NA
2020-02-16,2020-02-22,0,Missouri,MO,cdc,NA
2020-02-23,2020-02-29,0,Missouri,MO,cdc,NA
2020-03-01,2020-03-07,0,Missouri,MO,cdc,NA
