start_date,date,incidD,state,USPS,source,datew
NA,2022-07-02,92,Illinois,IL,csse,2022-07-02
NA,2022-07-09,59,Illinois,IL,csse,2022-07-09
NA,2022-07-16,77,Illinois,IL,csse,2022-07-16
NA,2022-07-23,75,Illinois,IL,csse,2022-07-23
NA,2022-07-30,69,Illinois,IL,csse,2022-07-30
NA,2022-08-06,85,Illinois,IL,csse,2022-08-06
NA,2022-08-13,141,Illinois,IL,csse,2022-08-13
NA,2022-08-20,73,Illinois,IL,csse,2022-08-20
NA,2022-08-27,104,Illinois,IL,csse,2022-08-27
NA,2022-09-03,85,Illinois,IL,csse,2022-09-03
NA,2022-09-10,75,Illinois,IL,csse,2022-09-10
NA,2022-09-17,90,Illinois,IL,csse,2022-09-17
NA,2022-09-24,89,Illinois,IL,csse,2022-09-24
NA,2022-10-01,73,Illinois,IL,csse,2022-10-01
NA,2022-10-08,80,Illinois,IL,csse,2022-10-08
NA,2022-10-15,66,Illinois,IL,csse,2022-10-15
NA,2022-10-22,56,Illinois,IL,csse,2022-10-22
NA,2022-10-29,81,Illinois,IL,csse,2022-10-29
NA,2022-11-05,75,Illinois,IL,csse,2022-11-05
NA,2022-11-12,50,Illinois,IL,csse,2022-11-12
NA,2022-11-19,89,Illinois,IL,csse,2022-11-19
NA,2022-11-26,48,Illinois,IL,csse,2022-11-26
NA,2022-12-03,92,Illinois,IL,csse,2022-12-03
NA,2022-12-10,71,Illinois,IL,csse,2022-12-10
NA,2022-12-17,94,Illinois,IL,csse,2022-12-17
NA,2022-12-24,110,Illinois,IL,csse,2022-12-24
NA,2022-12-31,70,Illinois,IL,csse,2022-12-31
NA,2023-01-07,0,Illinois,IL,csse,2023-01-07
NA,2020-01-25,0,Indiana,IN,csse,2020-01-25
NA,2020-02-01,0,Indiana,IN,csse,2020-02-01
NA,2020-02-08,0,Indiana,IN,csse,2020-02-08
NA,2020-02-15,0,Indiana,IN,csse,2020-02-15
NA,2020-02-22,0,Indiana,IN,csse,2020-02-22
NA,2020-02-29,0,Indiana,IN,csse,2020-02-29
NA,2020-03-07,0,Indiana,IN,csse,2020-03-07
NA,2020-03-14,0,Indiana,IN,csse,2020-03-14
NA,2020-03-21,6,Indiana,IN,csse,2020-03-21
NA,2020-03-28,26,Indiana,IN,csse,2020-03-28
NA,2020-04-04,86,Indiana,IN,csse,2020-04-04
NA,2020-04-11,215,Indiana,IN,csse,2020-04-11
NA,2020-04-18,217,Indiana,IN,csse,2020-04-18
NA,2020-04-25,241,Indiana,IN,csse,2020-04-25
NA,2020-05-02,423,Indiana,IN,csse,2020-05-02
NA,2020-05-09,172,Indiana,IN,csse,2020-05-09
NA,2020-05-16,245,Indiana,IN,csse,2020-05-16
NA,2020-05-23,224,Indiana,IN,csse,2020-05-23
NA,2020-05-30,153,Indiana,IN,csse,2020-05-30
NA,2020-06-06,164,Indiana,IN,csse,2020-06-06
NA,2020-06-13,131,Indiana,IN,csse,2020-06-13
NA,2020-06-20,120,Indiana,IN,csse,2020-06-20
NA,2020-06-27,80,Indiana,IN,csse,2020-06-27
NA,2020-07-04,77,Indiana,IN,csse,2020-07-04
NA,2020-07-11,79,Indiana,IN,csse,2020-07-11
NA,2020-07-18,71,Indiana,IN,csse,2020-07-18
NA,2020-07-25,77,Indiana,IN,csse,2020-07-25
NA,2020-08-01,76,Indiana,IN,csse,2020-08-01
NA,2020-08-08,68,Indiana,IN,csse,2020-08-08
NA,2020-08-15,95,Indiana,IN,csse,2020-08-15
NA,2020-08-22,96,Indiana,IN,csse,2020-08-22
NA,2020-08-29,73,Indiana,IN,csse,2020-08-29
NA,2020-09-05,80,Indiana,IN,csse,2020-09-05
NA,2020-09-12,82,Indiana,IN,csse,2020-09-12
NA,2020-09-19,78,Indiana,IN,csse,2020-09-19
NA,2020-09-26,91,Indiana,IN,csse,2020-09-26
NA,2020-10-03,104,Indiana,IN,csse,2020-10-03
NA,2020-10-10,128,Indiana,IN,csse,2020-10-10
NA,2020-10-17,158,Indiana,IN,csse,2020-10-17
NA,2020-10-24,225,Indiana,IN,csse,2020-10-24
NA,2020-10-31,248,Indiana,IN,csse,2020-10-31
NA,2020-11-07,302,Indiana,IN,csse,2020-11-07
NA,2020-11-14,358,Indiana,IN,csse,2020-11-14
NA,2020-11-21,448,Indiana,IN,csse,2020-11-21
NA,2020-11-28,495,Indiana,IN,csse,2020-11-28
NA,2020-12-05,625,Indiana,IN,csse,2020-12-05
NA,2020-12-12,663,Indiana,IN,csse,2020-12-12
NA,2020-12-19,714,Indiana,IN,csse,2020-12-19
NA,2020-12-26,567,Indiana,IN,csse,2020-12-26
NA,2021-01-02,713,Indiana,IN,csse,2021-01-02
NA,2021-01-09,634,Indiana,IN,csse,2021-01-09
NA,2021-01-16,411,Indiana,IN,csse,2021-01-16
NA,2021-01-23,466,Indiana,IN,csse,2021-01-23
NA,2021-01-30,294,Indiana,IN,csse,2021-01-30
NA,2021-02-06,248,Indiana,IN,csse,2021-02-06
NA,2021-02-13,375,Indiana,IN,csse,2021-02-13
NA,2021-02-20,189,Indiana,IN,csse,2021-02-20
NA,2021-02-27,216,Indiana,IN,csse,2021-02-27
NA,2021-03-06,173,Indiana,IN,csse,2021-03-06
NA,2021-03-13,135,Indiana,IN,csse,2021-03-13
NA,2021-03-20,78,Indiana,IN,csse,2021-03-20
NA,2021-03-27,92,Indiana,IN,csse,2021-03-27
NA,2021-04-03,63,Indiana,IN,csse,2021-04-03
NA,2021-04-10,66,Indiana,IN,csse,2021-04-10
NA,2021-04-17,75,Indiana,IN,csse,2021-04-17
NA,2021-04-24,52,Indiana,IN,csse,2021-04-24
NA,2021-05-01,66,Indiana,IN,csse,2021-05-01
NA,2021-05-08,65,Indiana,IN,csse,2021-05-08
NA,2021-05-15,63,Indiana,IN,csse,2021-05-15
NA,2021-05-22,83,Indiana,IN,csse,2021-05-22
NA,2021-05-29,61,Indiana,IN,csse,2021-05-29
NA,2021-06-05,67,Indiana,IN,csse,2021-06-05
NA,2021-06-12,57,Indiana,IN,csse,2021-06-12
NA,2021-06-19,51,Indiana,IN,csse,2021-06-19
NA,2021-06-26,26,Indiana,IN,csse,2021-06-26
NA,2021-07-03,41,Indiana,IN,csse,2021-07-03
NA,2021-07-10,48,Indiana,IN,csse,2021-07-10
NA,2021-07-17,26,Indiana,IN,csse,2021-07-17
NA,2021-07-24,24,Indiana,IN,csse,2021-07-24
NA,2021-07-31,39,Indiana,IN,csse,2021-07-31
NA,2021-08-07,48,Indiana,IN,csse,2021-08-07
NA,2021-08-14,74,Indiana,IN,csse,2021-08-14
NA,2021-08-21,99,Indiana,IN,csse,2021-08-21
NA,2021-08-28,139,Indiana,IN,csse,2021-08-28
NA,2021-09-04,185,Indiana,IN,csse,2021-09-04
NA,2021-09-11,209,Indiana,IN,csse,2021-09-11
NA,2021-09-18,284,Indiana,IN,csse,2021-09-18
NA,2021-09-25,281,Indiana,IN,csse,2021-09-25
NA,2021-10-02,296,Indiana,IN,csse,2021-10-02
NA,2021-10-09,278,Indiana,IN,csse,2021-10-09
NA,2021-10-16,244,Indiana,IN,csse,2021-10-16
NA,2021-10-23,212,Indiana,IN,csse,2021-10-23
NA,2021-10-30,208,Indiana,IN,csse,2021-10-30
NA,2021-11-06,202,Indiana,IN,csse,2021-11-06
NA,2021-11-13,183,Indiana,IN,csse,2021-11-13
NA,2021-11-20,155,Indiana,IN,csse,2021-11-20
NA,2021-11-27,132,Indiana,IN,csse,2021-11-27
NA,2021-12-04,311,Indiana,IN,csse,2021-12-04
NA,2021-12-11,284,Indiana,IN,csse,2021-12-11
NA,2021-12-18,357,Indiana,IN,csse,2021-12-18
NA,2021-12-25,300,Indiana,IN,csse,2021-12-25
NA,2022-01-01,329,Indiana,IN,csse,2022-01-01
NA,2022-01-08,573,Indiana,IN,csse,2022-01-08
NA,2022-01-15,532,Indiana,IN,csse,2022-01-15
NA,2022-01-22,501,Indiana,IN,csse,2022-01-22
NA,2022-01-29,516,Indiana,IN,csse,2022-01-29
NA,2022-02-05,386,Indiana,IN,csse,2022-02-05
NA,2022-02-12,404,Indiana,IN,csse,2022-02-12
NA,2022-02-19,368,Indiana,IN,csse,2022-02-19
NA,2022-02-26,256,Indiana,IN,csse,2022-02-26
NA,2022-03-05,188,Indiana,IN,csse,2022-03-05
NA,2022-03-12,151,Indiana,IN,csse,2022-03-12
NA,2022-03-19,116,Indiana,IN,csse,2022-03-19
NA,2022-03-26,60,Indiana,IN,csse,2022-03-26
NA,2022-04-02,991,Indiana,IN,csse,2022-04-02
NA,2022-04-09,51,Indiana,IN,csse,2022-04-09
NA,2022-04-16,26,Indiana,IN,csse,2022-04-16
NA,2022-04-23,38,Indiana,IN,csse,2022-04-23
NA,2022-04-30,38,Indiana,IN,csse,2022-04-30
NA,2022-05-07,29,Indiana,IN,csse,2022-05-07
NA,2022-05-14,22,Indiana,IN,csse,2022-05-14
NA,2022-05-21,43,Indiana,IN,csse,2022-05-21
NA,2022-05-28,21,Indiana,IN,csse,2022-05-28
NA,2022-06-04,40,Indiana,IN,csse,2022-06-04
NA,2022-06-11,37,Indiana,IN,csse,2022-06-11
NA,2022-06-18,30,Indiana,IN,csse,2022-06-18
NA,2022-06-25,50,Indiana,IN,csse,2022-06-25
NA,2022-07-02,27,Indiana,IN,csse,2022-07-02
NA,2022-07-09,66,Indiana,IN,csse,2022-07-09
NA,2022-07-16,51,Indiana,IN,csse,2022-07-16
NA,2022-07-23,61,Indiana,IN,csse,2022-07-23
NA,2022-07-30,45,Indiana,IN,csse,2022-07-30
NA,2022-08-06,79,Indiana,IN,csse,2022-08-06
NA,2022-08-13,78,Indiana,IN,csse,2022-08-13
NA,2022-08-20,76,Indiana,IN,csse,2022-08-20
NA,2022-08-27,72,Indiana,IN,csse,2022-08-27
NA,2022-09-03,71,Indiana,IN,csse,2022-09-03
NA,2022-09-10,67,Indiana,IN,csse,2022-09-10
NA,2022-09-17,56,Indiana,IN,csse,2022-09-17
NA,2022-09-24,65,Indiana,IN,csse,2022-09-24
NA,2022-10-01,38,Indiana,IN,csse,2022-10-01
NA,2022-10-08,39,Indiana,IN,csse,2022-10-08
NA,2022-10-15,68,Indiana,IN,csse,2022-10-15
NA,2022-10-22,48,Indiana,IN,csse,2022-10-22
NA,2022-10-29,38,Indiana,IN,csse,2022-10-29
NA,2022-11-05,50,Indiana,IN,csse,2022-11-05
NA,2022-11-12,63,Indiana,IN,csse,2022-11-12
NA,2022-11-19,66,Indiana,IN,csse,2022-11-19
NA,2022-11-26,57,Indiana,IN,csse,2022-11-26
NA,2022-12-03,24,Indiana,IN,csse,2022-12-03
NA,2022-12-10,70,Indiana,IN,csse,2022-12-10
NA,2022-12-17,73,Indiana,IN,csse,2022-12-17
NA,2022-12-24,0,Indiana,IN,csse,2022-12-24
NA,2022-12-31,0,Indiana,IN,csse,2022-12-31
NA,2023-01-07,0,Indiana,IN,csse,2023-01-07
NA,2020-01-25,0,Iowa,IA,csse,2020-01-25
NA,2020-02-01,0,Iowa,IA,csse,2020-02-01
NA,2020-02-08,0,Iowa,IA,csse,2020-02-08
NA,2020-02-15,0,Iowa,IA,csse,2020-02-15
NA,2020-02-22,0,Iowa,IA,csse,2020-02-22
NA,2020-02-29,0,Iowa,IA,csse,2020-02-29
NA,2020-03-07,0,Iowa,IA,csse,2020-03-07
NA,2020-03-14,0,Iowa,IA,csse,2020-03-14
NA,2020-03-21,0,Iowa,IA,csse,2020-03-21
NA,2020-03-28,3,Iowa,IA,csse,2020-03-28
NA,2020-04-04,8,Iowa,IA,csse,2020-04-04
NA,2020-04-11,17,Iowa,IA,csse,2020-04-11
NA,2020-04-18,46,Iowa,IA,csse,2020-04-18
NA,2020-04-25,38,Iowa,IA,csse,2020-04-25
NA,2020-05-02,63,Iowa,IA,csse,2020-05-02
NA,2020-05-09,76,Iowa,IA,csse,2020-05-09
NA,2020-05-16,95,Iowa,IA,csse,2020-05-16
NA,2020-05-23,100,Iowa,IA,csse,2020-05-23
NA,2020-05-30,84,Iowa,IA,csse,2020-05-30
NA,2020-06-06,69,Iowa,IA,csse,2020-06-06
NA,2020-06-13,51,Iowa,IA,csse,2020-06-13
NA,2020-06-20,31,Iowa,IA,csse,2020-06-20
NA,2020-06-27,22,Iowa,IA,csse,2020-06-27
NA,2020-07-04,18,Iowa,IA,csse,2020-07-04
NA,2020-07-11,27,Iowa,IA,csse,2020-07-11
NA,2020-07-18,41,Iowa,IA,csse,2020-07-18
NA,2020-07-25,37,Iowa,IA,csse,2020-07-25
NA,2020-08-01,48,Iowa,IA,csse,2020-08-01
NA,2020-08-08,53,Iowa,IA,csse,2020-08-08
NA,2020-08-15,48,Iowa,IA,csse,2020-08-15
NA,2020-08-22,58,Iowa,IA,csse,2020-08-22
NA,2020-08-29,76,Iowa,IA,csse,2020-08-29
NA,2020-09-05,55,Iowa,IA,csse,2020-09-05
NA,2020-09-12,54,Iowa,IA,csse,2020-09-12
NA,2020-09-19,47,Iowa,IA,csse,2020-09-19
NA,2020-09-26,48,Iowa,IA,csse,2020-09-26
NA,2020-10-03,67,Iowa,IA,csse,2020-10-03
NA,2020-10-10,77,Iowa,IA,csse,2020-10-10
NA,2020-10-17,70,Iowa,IA,csse,2020-10-17
NA,2020-10-24,105,Iowa,IA,csse,2020-10-24
NA,2020-10-31,83,Iowa,IA,csse,2020-10-31
NA,2020-11-07,125,Iowa,IA,csse,2020-11-07
NA,2020-11-14,142,Iowa,IA,csse,2020-11-14
NA,2020-11-21,204,Iowa,IA,csse,2020-11-21
NA,2020-11-28,175,Iowa,IA,csse,2020-11-28
NA,2020-12-05,277,Iowa,IA,csse,2020-12-05
NA,2020-12-12,570,Iowa,IA,csse,2020-12-12
NA,2020-12-19,324,Iowa,IA,csse,2020-12-19
NA,2020-12-26,211,Iowa,IA,csse,2020-12-26
NA,2021-01-02,201,Iowa,IA,csse,2021-01-02
NA,2021-01-09,183,Iowa,IA,csse,2021-01-09
NA,2021-01-16,194,Iowa,IA,csse,2021-01-16
NA,2021-01-23,165,Iowa,IA,csse,2021-01-23
NA,2021-01-30,165,Iowa,IA,csse,2021-01-30
NA,2021-02-06,457,Iowa,IA,csse,2021-02-06
NA,2021-02-13,128,Iowa,IA,csse,2021-02-13
NA,2021-02-20,100,Iowa,IA,csse,2021-02-20
NA,2021-02-27,134,Iowa,IA,csse,2021-02-27
NA,2021-03-06,81,Iowa,IA,csse,2021-03-06
NA,2021-03-13,79,Iowa,IA,csse,2021-03-13
NA,2021-03-20,42,Iowa,IA,csse,2021-03-20
NA,2021-03-27,44,Iowa,IA,csse,2021-03-27
NA,2021-04-03,104,Iowa,IA,csse,2021-04-03
NA,2021-04-10,35,Iowa,IA,csse,2021-04-10
NA,2021-04-17,26,Iowa,IA,csse,2021-04-17
NA,2021-04-24,46,Iowa,IA,csse,2021-04-24
NA,2021-05-01,25,Iowa,IA,csse,2021-05-01
NA,2021-05-08,31,Iowa,IA,csse,2021-05-08
NA,2021-05-15,17,Iowa,IA,csse,2021-05-15
NA,2021-05-22,34,Iowa,IA,csse,2021-05-22
NA,2021-05-29,21,Iowa,IA,csse,2021-05-29
NA,2021-06-05,13,Iowa,IA,csse,2021-06-05
NA,2021-06-12,31,Iowa,IA,csse,2021-06-12
NA,2021-06-19,13,Iowa,IA,csse,2021-06-19
NA,2021-06-26,19,Iowa,IA,csse,2021-06-26
NA,2021-07-03,15,Iowa,IA,csse,2021-07-03
NA,2021-07-10,3,Iowa,IA,csse,2021-07-10
NA,2021-07-17,9,Iowa,IA,csse,2021-07-17
NA,2021-07-24,12,Iowa,IA,csse,2021-07-24
NA,2021-07-31,13,Iowa,IA,csse,2021-07-31
NA,2021-08-07,10,Iowa,IA,csse,2021-08-07
NA,2021-08-14,17,Iowa,IA,csse,2021-08-14
NA,2021-08-21,16,Iowa,IA,csse,2021-08-21
NA,2021-08-28,42,Iowa,IA,csse,2021-08-28
NA,2021-09-04,39,Iowa,IA,csse,2021-09-04
NA,2021-09-11,30,Iowa,IA,csse,2021-09-11
NA,2021-09-18,64,Iowa,IA,csse,2021-09-18
NA,2021-09-25,82,Iowa,IA,csse,2021-09-25
NA,2021-10-02,80,Iowa,IA,csse,2021-10-02
NA,2021-10-09,88,Iowa,IA,csse,2021-10-09
NA,2021-10-16,97,Iowa,IA,csse,2021-10-16
NA,2021-10-23,100,Iowa,IA,csse,2021-10-23
NA,2021-10-30,117,Iowa,IA,csse,2021-10-30
NA,2021-11-06,104,Iowa,IA,csse,2021-11-06
NA,2021-11-13,97,Iowa,IA,csse,2021-11-13
NA,2021-11-20,102,Iowa,IA,csse,2021-11-20
NA,2021-11-27,86,Iowa,IA,csse,2021-11-27
NA,2021-12-04,91,Iowa,IA,csse,2021-12-04
NA,2021-12-11,105,Iowa,IA,csse,2021-12-11
NA,2021-12-18,130,Iowa,IA,csse,2021-12-18
NA,2021-12-25,119,Iowa,IA,csse,2021-12-25
NA,2022-01-01,59,Iowa,IA,csse,2022-01-01
NA,2022-01-08,161,Iowa,IA,csse,2022-01-08
NA,2022-01-15,182,Iowa,IA,csse,2022-01-15
NA,2022-01-22,116,Iowa,IA,csse,2022-01-22
NA,2022-01-29,182,Iowa,IA,csse,2022-01-29
NA,2022-02-05,158,Iowa,IA,csse,2022-02-05
NA,2022-02-12,172,Iowa,IA,csse,2022-02-12
NA,2022-02-19,119,Iowa,IA,csse,2022-02-19
NA,2022-02-26,137,Iowa,IA,csse,2022-02-26
NA,2022-03-05,85,Iowa,IA,csse,2022-03-05
NA,2022-03-12,88,Iowa,IA,csse,2022-03-12
NA,2022-03-19,83,Iowa,IA,csse,2022-03-19
NA,2022-03-26,46,Iowa,IA,csse,2022-03-26
NA,2022-04-02,42,Iowa,IA,csse,2022-04-02
NA,2022-04-09,24,Iowa,IA,csse,2022-04-09
NA,2022-04-16,21,Iowa,IA,csse,2022-04-16
NA,2022-04-23,35,Iowa,IA,csse,2022-04-23
NA,2022-04-30,19,Iowa,IA,csse,2022-04-30
NA,2022-05-07,4,Iowa,IA,csse,2022-05-07
NA,2022-05-14,21,Iowa,IA,csse,2022-05-14
NA,2022-05-21,17,Iowa,IA,csse,2022-05-21
NA,2022-05-28,16,Iowa,IA,csse,2022-05-28
NA,2022-06-04,13,Iowa,IA,csse,2022-06-04
NA,2022-06-11,15,Iowa,IA,csse,2022-06-11
NA,2022-06-18,0,Iowa,IA,csse,2022-06-18
NA,2022-06-25,65,Iowa,IA,csse,2022-06-25
NA,2022-07-02,9,Iowa,IA,csse,2022-07-02
NA,2022-07-09,14,Iowa,IA,csse,2022-07-09
NA,2022-07-16,16,Iowa,IA,csse,2022-07-16
NA,2022-07-23,41,Iowa,IA,csse,2022-07-23
NA,2022-07-30,22,Iowa,IA,csse,2022-07-30
NA,2022-08-06,35,Iowa,IA,csse,2022-08-06
NA,2022-08-13,32,Iowa,IA,csse,2022-08-13
NA,2022-08-20,32,Iowa,IA,csse,2022-08-20
NA,2022-08-27,25,Iowa,IA,csse,2022-08-27
NA,2022-09-03,34,Iowa,IA,csse,2022-09-03
NA,2022-09-10,28,Iowa,IA,csse,2022-09-10
NA,2022-09-17,26,Iowa,IA,csse,2022-09-17
NA,2022-09-24,56,Iowa,IA,csse,2022-09-24
NA,2022-10-01,26,Iowa,IA,csse,2022-10-01
NA,2022-10-08,21,Iowa,IA,csse,2022-10-08
NA,2022-10-15,28,Iowa,IA,csse,2022-10-15
NA,2022-10-22,28,Iowa,IA,csse,2022-10-22
NA,2022-10-29,25,Iowa,IA,csse,2022-10-29
NA,2022-11-05,30,Iowa,IA,csse,2022-11-05
NA,2022-11-12,22,Iowa,IA,csse,2022-11-12
NA,2022-11-19,24,Iowa,IA,csse,2022-11-19
NA,2022-11-26,23,Iowa,IA,csse,2022-11-26
NA,2022-12-03,18,Iowa,IA,csse,2022-12-03
NA,2022-12-10,21,Iowa,IA,csse,2022-12-10
NA,2022-12-17,26,Iowa,IA,csse,2022-12-17
NA,2022-12-24,46,Iowa,IA,csse,2022-12-24
NA,2022-12-31,37,Iowa,IA,csse,2022-12-31
NA,2023-01-07,0,Iowa,IA,csse,2023-01-07
NA,2020-01-25,0,Kansas,KS,csse,2020-01-25
NA,2020-02-01,0,Kansas,KS,csse,2020-02-01
NA,2020-02-08,0,Kansas,KS,csse,2020-02-08
NA,2020-02-15,0,Kansas,KS,csse,2020-02-15
NA,2020-02-22,0,Kansas,KS,csse,2020-02-22
NA,2020-02-29,0,Kansas,KS,csse,2020-02-29
NA,2020-03-07,0,Kansas,KS,csse,2020-03-07
NA,2020-03-14,1,Kansas,KS,csse,2020-03-14
NA,2020-03-21,1,Kansas,KS,csse,2020-03-21
NA,2020-03-28,2,Kansas,KS,csse,2020-03-28
NA,2020-04-04,14,Kansas,KS,csse,2020-04-04
NA,2020-04-11,26,Kansas,KS,csse,2020-04-11
NA,2020-04-18,41,Kansas,KS,csse,2020-04-18
NA,2020-04-25,35,Kansas,KS,csse,2020-04-25
NA,2020-05-02,22,Kansas,KS,csse,2020-05-02
NA,2020-05-09,32,Kansas,KS,csse,2020-05-09
NA,2020-05-16,21,Kansas,KS,csse,2020-05-16
NA,2020-05-23,10,Kansas,KS,csse,2020-05-23
NA,2020-05-30,10,Kansas,KS,csse,2020-05-30
NA,2020-06-06,17,Kansas,KS,csse,2020-06-06
NA,2020-06-13,12,Kansas,KS,csse,2020-06-13
NA,2020-06-20,12,Kansas,KS,csse,2020-06-20
NA,2020-06-27,11,Kansas,KS,csse,2020-06-27
NA,2020-07-04,15,Kansas,KS,csse,2020-07-04
NA,2020-07-11,11,Kansas,KS,csse,2020-07-11
NA,2020-07-18,11,Kansas,KS,csse,2020-07-18
NA,2020-07-25,23,Kansas,KS,csse,2020-07-25
NA,2020-08-01,29,Kansas,KS,csse,2020-08-01
NA,2020-08-08,22,Kansas,KS,csse,2020-08-08
NA,2020-08-15,26,Kansas,KS,csse,2020-08-15
NA,2020-08-22,22,Kansas,KS,csse,2020-08-22
NA,2020-08-29,25,Kansas,KS,csse,2020-08-29
NA,2020-09-05,29,Kansas,KS,csse,2020-09-05
NA,2020-09-12,47,Kansas,KS,csse,2020-09-12
NA,2020-09-19,68,Kansas,KS,csse,2020-09-19
NA,2020-09-26,41,Kansas,KS,csse,2020-09-26
NA,2020-10-03,57,Kansas,KS,csse,2020-10-03
NA,2020-10-10,82,Kansas,KS,csse,2020-10-10
NA,2020-10-17,86,Kansas,KS,csse,2020-10-17
NA,2020-10-24,97,Kansas,KS,csse,2020-10-24
NA,2020-10-31,69,Kansas,KS,csse,2020-10-31
NA,2020-11-07,73,Kansas,KS,csse,2020-11-07
NA,2020-11-14,84,Kansas,KS,csse,2020-11-14
NA,2020-11-21,143,Kansas,KS,csse,2020-11-21
NA,2020-11-28,97,Kansas,KS,csse,2020-11-28
NA,2020-12-05,192,Kansas,KS,csse,2020-12-05
NA,2020-12-12,225,Kansas,KS,csse,2020-12-12
NA,2020-12-19,376,Kansas,KS,csse,2020-12-19
NA,2020-12-26,236,Kansas,KS,csse,2020-12-26
NA,2021-01-02,323,Kansas,KS,csse,2021-01-02
NA,2021-01-09,201,Kansas,KS,csse,2021-01-09
NA,2021-01-16,532,Kansas,KS,csse,2021-01-16
NA,2021-01-23,99,Kansas,KS,csse,2021-01-23
NA,2021-01-30,190,Kansas,KS,csse,2021-01-30
NA,2021-02-06,306,Kansas,KS,csse,2021-02-06
NA,2021-02-13,251,Kansas,KS,csse,2021-02-13
NA,2021-02-20,236,Kansas,KS,csse,2021-02-20
NA,2021-02-27,93,Kansas,KS,csse,2021-02-27
NA,2021-03-06,73,Kansas,KS,csse,2021-03-06
NA,2021-03-13,39,Kansas,KS,csse,2021-03-13
NA,2021-03-20,26,Kansas,KS,csse,2021-03-20
NA,2021-03-27,43,Kansas,KS,csse,2021-03-27
NA,2021-04-03,29,Kansas,KS,csse,2021-04-03
NA,2021-04-10,9,Kansas,KS,csse,2021-04-10
NA,2021-04-17,28,Kansas,KS,csse,2021-04-17
NA,2021-04-24,20,Kansas,KS,csse,2021-04-24
NA,2021-05-01,22,Kansas,KS,csse,2021-05-01
NA,2021-05-08,34,Kansas,KS,csse,2021-05-08
NA,2021-05-15,23,Kansas,KS,csse,2021-05-15
NA,2021-05-22,16,Kansas,KS,csse,2021-05-22
NA,2021-05-29,21,Kansas,KS,csse,2021-05-29
NA,2021-06-05,6,Kansas,KS,csse,2021-06-05
NA,2021-06-12,22,Kansas,KS,csse,2021-06-12
NA,2021-06-19,22,Kansas,KS,csse,2021-06-19
NA,2021-06-26,19,Kansas,KS,csse,2021-06-26
NA,2021-07-03,14,Kansas,KS,csse,2021-07-03
NA,2021-07-10,19,Kansas,KS,csse,2021-07-10
NA,2021-07-17,12,Kansas,KS,csse,2021-07-17
NA,2021-07-24,52,Kansas,KS,csse,2021-07-24
NA,2021-07-31,23,Kansas,KS,csse,2021-07-31
NA,2021-08-07,44,Kansas,KS,csse,2021-08-07
NA,2021-08-14,85,Kansas,KS,csse,2021-08-14
NA,2021-08-21,108,Kansas,KS,csse,2021-08-21
NA,2021-08-28,53,Kansas,KS,csse,2021-08-28
NA,2021-09-04,84,Kansas,KS,csse,2021-09-04
NA,2021-09-11,134,Kansas,KS,csse,2021-09-11
NA,2021-09-18,97,Kansas,KS,csse,2021-09-18
NA,2021-09-25,116,Kansas,KS,csse,2021-09-25
NA,2021-10-02,88,Kansas,KS,csse,2021-10-02
NA,2021-10-09,57,Kansas,KS,csse,2021-10-09
NA,2021-10-16,38,Kansas,KS,csse,2021-10-16
NA,2021-10-23,49,Kansas,KS,csse,2021-10-23
NA,2021-10-30,201,Kansas,KS,csse,2021-10-30
NA,2021-11-06,77,Kansas,KS,csse,2021-11-06
NA,2021-11-13,113,Kansas,KS,csse,2021-11-13
NA,2021-11-20,27,Kansas,KS,csse,2021-11-20
NA,2021-11-27,47,Kansas,KS,csse,2021-11-27
NA,2021-12-04,101,Kansas,KS,csse,2021-12-04
NA,2021-12-11,46,Kansas,KS,csse,2021-12-11
NA,2021-12-18,43,Kansas,KS,csse,2021-12-18
NA,2021-12-25,31,Kansas,KS,csse,2021-12-25
NA,2022-01-01,70,Kansas,KS,csse,2022-01-01
NA,2022-01-08,129,Kansas,KS,csse,2022-01-08
NA,2022-01-15,65,Kansas,KS,csse,2022-01-15
NA,2022-01-22,154,Kansas,KS,csse,2022-01-22
NA,2022-01-29,197,Kansas,KS,csse,2022-01-29
NA,2022-02-05,191,Kansas,KS,csse,2022-02-05
NA,2022-02-12,7,Kansas,KS,csse,2022-02-12
NA,2022-02-19,180,Kansas,KS,csse,2022-02-19
NA,2022-02-26,29,Kansas,KS,csse,2022-02-26
NA,2022-03-05,47,Kansas,KS,csse,2022-03-05
NA,2022-03-12,34,Kansas,KS,csse,2022-03-12
NA,2022-03-19,138,Kansas,KS,csse,2022-03-19
NA,2022-03-26,75,Kansas,KS,csse,2022-03-26
NA,2022-04-02,178,Kansas,KS,csse,2022-04-02
NA,2022-04-09,1,Kansas,KS,csse,2022-04-09
NA,2022-04-16,126,Kansas,KS,csse,2022-04-16
NA,2022-04-23,71,Kansas,KS,csse,2022-04-23
NA,2022-04-30,40,Kansas,KS,csse,2022-04-30
NA,2022-05-07,55,Kansas,KS,csse,2022-05-07
NA,2022-05-14,28,Kansas,KS,csse,2022-05-14
NA,2022-05-21,79,Kansas,KS,csse,2022-05-21
NA,2022-05-28,94,Kansas,KS,csse,2022-05-28
NA,2022-06-04,5,Kansas,KS,csse,2022-06-04
NA,2022-06-11,3,Kansas,KS,csse,2022-06-11
NA,2022-06-18,1,Kansas,KS,csse,2022-06-18
NA,2022-06-25,7,Kansas,KS,csse,2022-06-25
