incidD,state,date,USPS,Gold_Standard
8,Hawaii,4/16/2022,HI,0
8,Hawaii,6/11/2022,HI,0
8,Hawaii,10/8/2022,HI,0
8,Idaho,7/17/2021,ID,0
8,Iowa,4/4/2020,IA,0
8,Kansas,7/23/2022,KS,0
8,Kansas,8/20/2022,KS,0
8,Maine,5/9/2020,ME,0
8,Maine,3/27/2021,ME,0
8,Maine,6/19/2021,ME,0
8,Mississippi,5/14/2022,MS,0
8,Montana,7/18/2020,MT,0
8,Montana,8/22/2020,MT,0
8,Montana,7/10/2021,MT,0
8,Montana,3/26/2022,MT,0
8,Nebraska,9/19/2020,NE,0
8,Nebraska,6/18/2022,NE,0
8,Nevada,3/28/2020,NV,0
8,New Hampshire,5/29/2021,NH,0
8,New Hampshire,4/2/2022,NH,0
8,New Hampshire,6/4/2022,NH,0
8,New Hampshire,6/18/2022,NH,0
8,New Hampshire,7/16/2022,NH,0
8,New Mexico,4/11/2020,NM,0
8,North Dakota,5/9/2020,ND,0
8,North Dakota,5/30/2020,ND,0
8,North Dakota,2/27/2021,ND,0
8,North Dakota,4/17/2021,ND,0
8,North Dakota,5/1/2021,ND,0
8,North Dakota,6/25/2022,ND,0
8,North Dakota,10/15/2022,ND,0
8,Ohio,3/21/2020,OH,0
8,Oregon,6/6/2020,OR,0
8,Puerto Rico,4/16/2022,PR,0
8,Rhode Island,4/3/2021,RI,0
8,Rhode Island,6/25/2022,RI,0
8,South Dakota,8/22/2020,SD,0
8,South Dakota,4/17/2021,SD,0
8,South Dakota,5/28/2022,SD,0
8,Texas,3/21/2020,TX,0
8,Utah,5/2/2020,UT,0
8,Utah,6/6/2020,UT,0
8,Utah,6/27/2020,UT,0
8,Utah,6/25/2022,UT,0
8,Vermont,2/27/2021,VT,0
8,Vermont,9/25/2021,VT,0
8,Vermont,12/25/2021,VT,0
8,Vermont,9/10/2022,VT,0
8,West Virginia,5/23/2020,WV,0
8,West Virginia,7/2/2022,WV,0
8,Wyoming,2/27/2021,WY,0
8,Wyoming,3/12/2022,WY,0
8,Wyoming,4/2/2022,WY,0
8,NA,9/26/2020,GU,0
8,NA,10/24/2020,GU,0
8,NA,10/31/2020,GU,0
8,NA,11/28/2020,GU,0
8,NA,9/11/2021,GU,0
8,NA,8/28/2021,VI,0
7,Alabama,8/27/2022,AL,0
7,Alaska,9/26/2020,AK,0
7,Alaska,10/3/2020,AK,0
7,Alaska,2/20/2021,AK,0
7,Alaska,1/15/2022,AK,0
7,Alaska,4/16/2022,AK,0
7,Delaware,7/4/2020,DE,0
7,Delaware,7/11/2020,DE,0
7,Delaware,7/18/2020,DE,0
7,Delaware,9/12/2020,DE,0
7,Delaware,6/18/2022,DE,0
7,District of Columbia,8/15/2020,DC,0
7,District of Columbia,8/22/2020,DC,0
7,District of Columbia,10/10/2020,DC,0
7,District of Columbia,3/27/2021,DC,0
7,District of Columbia,5/22/2021,DC,0
7,District of Columbia,5/29/2021,DC,0
7,District of Columbia,12/18/2021,DC,0
7,Hawaii,8/22/2020,HI,0
7,Hawaii,4/2/2022,HI,0
7,Hawaii,10/1/2022,HI,0
7,Idaho,5/2/2020,ID,0
7,Idaho,7/10/2021,ID,0
7,Idaho,8/13/2022,ID,0
7,Kansas,2/12/2022,KS,0
7,Kansas,6/25/2022,KS,0
7,Maine,5/23/2020,ME,0
7,Maine,4/24/2021,ME,0
7,Maine,5/8/2021,ME,0
7,Maine,5/29/2021,ME,0
7,Maine,4/2/2022,ME,0
7,Maine,5/21/2022,ME,0
7,Maine,7/2/2022,ME,0
7,Maine,9/24/2022,ME,0
7,Missouri,6/18/2022,MO,0
7,Montana,8/15/2020,MT,0
7,Montana,4/9/2022,MT,0
7,Montana,6/18/2022,MT,0
7,Montana,9/10/2022,MT,0
7,Nebraska,6/12/2021,NE,0
7,Nebraska,10/22/2022,NE,0
7,New Hampshire,8/1/2020,NH,0
7,New Hampshire,10/24/2020,NH,0
7,New Hampshire,6/19/2021,NH,0
7,New Hampshire,5/7/2022,NH,0
7,New Hampshire,8/6/2022,NH,0
7,New Hampshire,8/20/2022,NH,0
7,New Hampshire,9/3/2022,NH,0
7,North Dakota,4/25/2020,ND,0
7,North Dakota,7/11/2020,ND,0
7,North Dakota,4/24/2021,ND,0
7,North Dakota,3/19/2022,ND,0
7,North Dakota,4/30/2022,ND,0
7,North Dakota,8/13/2022,ND,0
7,Puerto Rico,7/17/2021,PR,0
7,Puerto Rico,7/24/2021,PR,0
7,Puerto Rico,11/27/2021,PR,0
7,Puerto Rico,12/25/2021,PR,0
7,Rhode Island,7/11/2020,RI,0
7,Rhode Island,3/12/2022,RI,0
7,Rhode Island,3/26/2022,RI,0
7,Rhode Island,6/18/2022,RI,0
7,Rhode Island,7/2/2022,RI,0
7,Rhode Island,7/16/2022,RI,0
7,Rhode Island,8/27/2022,RI,0
7,Rhode Island,9/10/2022,RI,0
7,Rhode Island,10/15/2022,RI,0
7,South Carolina,8/13/2022,SC,0
7,South Dakota,7/18/2020,SD,0
7,South Dakota,8/29/2020,SD,0
7,South Dakota,4/10/2021,SD,0
7,South Dakota,8/7/2021,SD,0
7,South Dakota,8/6/2022,SD,0
7,Utah,4/24/2021,UT,0
7,Utah,6/12/2021,UT,0
7,Utah,9/24/2022,UT,0
7,Utah,10/1/2022,UT,0
7,Vermont,1/16/2021,VT,0
7,Vermont,1/23/2021,VT,0
7,Vermont,2/13/2021,VT,0
7,Vermont,2/20/2021,VT,0
7,Vermont,5/28/2022,VT,0
7,Wyoming,9/19/2020,WY,0
7,Wyoming,7/3/2021,WY,0
7,Wyoming,8/14/2021,WY,0
7,Wyoming,7/30/2022,WY,0
7,NA,10/10/2020,GU,0
7,NA,9/24/2022,GU,0
7,NA,9/4/2021,VI,0
6,Alabama,6/4/2022,AL,0
6,Alaska,8/29/2020,AK,0
6,Alaska,10/17/2020,AK,0
6,Alaska,12/4/2021,AK,0
6,Alaska,4/2/2022,AK,0
6,Connecticut,8/29/2020,CT,0
6,Delaware,8/1/2020,DE,0
6,Delaware,8/8/2020,DE,0
6,Delaware,6/25/2022,DE,0
6,Delaware,9/17/2022,DE,0
6,District of Columbia,9/5/2020,DC,0
6,District of Columbia,5/1/2021,DC,0
6,District of Columbia,10/9/2021,DC,0
6,Hawaii,3/13/2021,HI,0
6,Hawaii,8/14/2021,HI,0
6,Hawaii,5/14/2022,HI,0
6,Hawaii,5/28/2022,HI,0
6,Hawaii,6/4/2022,HI,0
6,Idaho,4/4/2020,ID,0
6,Idaho,5/16/2020,ID,0
6,Idaho,6/19/2021,ID,0
6,Indiana,3/21/2020,IN,0
6,Kansas,6/5/2021,KS,0
6,Kansas,8/13/2022,KS,0
6,Kentucky,3/28/2020,KY,0
6,Maine,4/4/2020,ME,0
6,Maine,5/16/2020,ME,0
6,Maine,5/15/2021,ME,0
6,Maine,6/12/2021,ME,0
6,Maine,8/28/2021,ME,0
6,Maine,4/30/2022,ME,0
6,Maine,8/20/2022,ME,0
6,Mississippi,5/21/2022,MS,0
6,Mississippi,6/11/2022,MS,0
6,Montana,7/11/2020,MT,0
6,Montana,5/15/2021,MT,0
6,Montana,4/2/2022,MT,0
6,Montana,7/16/2022,MT,0
6,Montana,9/24/2022,MT,0
6,New Hampshire,8/22/2020,NH,0
6,New Hampshire,11/7/2020,NH,0
6,New Hampshire,7/17/2021,NH,0
6,New Hampshire,8/14/2021,NH,0
6,New Hampshire,4/16/2022,NH,0
6,New Hampshire,8/13/2022,NH,0
6,New Hampshire,10/15/2022,NH,0
6,New Mexico,10/15/2022,NM,0
6,North Dakota,8/29/2020,ND,0
6,North Dakota,2/20/2021,ND,0
6,North Dakota,8/21/2021,ND,0
6,North Dakota,5/14/2022,ND,0
6,North Dakota,9/10/2022,ND,0
6,Oregon,5/30/2020,OR,0
6,Puerto Rico,5/30/2020,PR,0
6,Puerto Rico,6/26/2021,PR,0
6,Puerto Rico,7/3/2021,PR,0
6,Puerto Rico,4/9/2022,PR,0
6,Puerto Rico,4/23/2022,PR,0
6,Rhode Island,6/5/2021,RI,0
6,Rhode Island,6/12/2021,RI,0
6,Rhode Island,7/24/2021,RI,0
6,Rhode Island,4/16/2022,RI,0
6,Rhode Island,4/30/2022,RI,0
6,Rhode Island,8/20/2022,RI,0
6,Rhode Island,9/24/2022,RI,0
6,South Dakota,5/23/2020,SD,0
6,South Dakota,6/20/2020,SD,0
6,South Dakota,7/4/2020,SD,0
6,South Dakota,7/25/2020,SD,0
6,South Dakota,8/15/2020,SD,0
6,South Dakota,9/5/2020,SD,0
6,South Dakota,4/24/2021,SD,0
6,South Dakota,7/3/2021,SD,0
6,South Dakota,8/20/2022,SD,0
6,Utah,5/29/2021,UT,0
6,Utah,6/5/2021,UT,0
6,Utah,8/13/2022,UT,0
6,Utah,8/20/2022,UT,0
6,Vermont,3/13/2021,VT,0
6,Vermont,8/21/2021,VT,0
6,Vermont,9/4/2021,VT,0
6,Vermont,9/11/2021,VT,0
6,Vermont,10/23/2021,VT,0
6,Vermont,4/23/2022,VT,0
6,Vermont,5/14/2022,VT,0
6,Vermont,5/21/2022,VT,0
6,Vermont,6/18/2022,VT,0
6,Vermont,8/13/2022,VT,0
6,Wyoming,5/29/2021,WY,0
6,Wyoming,6/12/2021,WY,0
6,Wyoming,6/26/2021,WY,0
6,Wyoming,7/24/2021,WY,0
6,Wyoming,4/23/2022,WY,0
6,Wyoming,8/20/2022,WY,0
6,Wyoming,8/27/2022,WY,0
6,NA,9/4/2021,GU,0
6,NA,2/26/2022,GU,0
6,NA,3/12/2022,GU,0
6,NA,5/14/2022,GU,0
6,NA,1/1/2022,MP,0
5,Alaska,8/1/2020,AK,0
5,Alaska,9/5/2020,AK,0
5,Alaska,1/16/2021,AK,0
5,Alaska,7/31/2021,AK,0
5,Alaska,8/14/2021,AK,0
5,Arkansas,4/4/2020,AR,0
5,Arkansas,5/14/2022,AR,0
5,Colorado,8/20/2022,CO,0
5,Connecticut,8/22/2020,CT,0
5,Connecticut,9/5/2020,CT,0
5,Connecticut,6/26/2021,CT,0
5,Delaware,8/22/2020,DE,0
5,Delaware,9/19/2020,DE,0
5,Delaware,6/4/2022,DE,0
5,District of Columbia,8/8/2020,DC,0
5,District of Columbia,9/12/2020,DC,0
5,District of Columbia,9/26/2020,DC,0
5,District of Columbia,10/3/2020,DC,0
5,District of Columbia,10/17/2020,DC,0
5,District of Columbia,5/8/2021,DC,0
5,District of Columbia,8/21/2021,DC,0
5,District of Columbia,9/25/2021,DC,0
5,District of Columbia,2/19/2022,DC,0
5,District of Columbia,3/12/2022,DC,0
5,District of Columbia,4/30/2022,DC,0
5,District of Columbia,6/4/2022,DC,0
5,District of Columbia,8/6/2022,DC,0
5,District of Columbia,8/13/2022,DC,0
5,District of Columbia,8/27/2022,DC,0
5,Hawaii,4/11/2020,HI,0
5,Hawaii,8/8/2020,HI,0
5,Hawaii,2/20/2021,HI,0
5,Hawaii,3/6/2021,HI,0
5,Hawaii,4/3/2021,HI,0
5,Hawaii,5/1/2021,HI,0
5,Hawaii,5/29/2021,HI,0
5,Hawaii,6/19/2021,HI,0
5,Hawaii,6/26/2021,HI,0
5,Hawaii,8/7/2021,HI,0
5,Hawaii,3/26/2022,HI,0
5,Hawaii,10/15/2022,HI,0
5,Idaho,5/23/2020,ID,0
5,Idaho,4/30/2022,ID,0
5,Idaho,10/22/2022,ID,0
5,Illinois,3/21/2020,IL,0
5,Kansas,6/4/2022,KS,0
5,Kansas,7/9/2022,KS,0
5,Maine,7/11/2020,ME,0
5,Maine,7/18/2020,ME,0
5,Maine,4/10/2021,ME,0
5,Maine,6/18/2022,ME,0
5,Maine,9/3/2022,ME,0
5,Michigan,3/21/2020,MI,0
5,Mississippi,5/28/2022,MS,0
5,Montana,5/22/2021,MT,0
5,Montana,4/16/2022,MT,0
5,Montana,6/25/2022,MT,0
5,Nebraska,7/11/2020,NE,0
5,Nebraska,7/24/2021,NE,0
5,Nebraska,8/7/2021,NE,0
5,New Hampshire,7/18/2020,NH,0
5,New Hampshire,6/12/2021,NH,0
5,New Hampshire,4/30/2022,NH,0
5,North Dakota,2/6/2021,ND,0
5,North Dakota,2/13/2021,ND,0
5,North Dakota,3/27/2021,ND,0
5,North Dakota,4/10/2021,ND,0
5,North Dakota,5/8/2021,ND,0
5,North Dakota,5/15/2021,ND,0
5,North Dakota,5/29/2021,ND,0
5,North Dakota,6/26/2021,ND,0
5,North Dakota,7/17/2021,ND,0
5,North Dakota,5/28/2022,ND,0
5,North Dakota,7/23/2022,ND,0
5,North Dakota,7/30/2022,ND,0
5,Oklahoma,7/3/2021,OK,0
5,Puerto Rico,5/23/2020,PR,0
5,Puerto Rico,6/27/2020,PR,0
5,Puerto Rico,3/26/2022,PR,0
5,Rhode Island,8/8/2020,RI,0
5,Rhode Island,6/19/2021,RI,0
5,Rhode Island,10/23/2021,RI,0
5,Rhode Island,11/6/2021,RI,0
5,Rhode Island,3/19/2022,RI,0
5,Rhode Island,5/7/2022,RI,0
5,Rhode Island,7/9/2022,RI,0
5,Rhode Island,7/23/2022,RI,0
5,Rhode Island,10/8/2022,RI,0
5,Rhode Island,10/22/2022,RI,0
5,South Dakota,4/3/2021,SD,0
5,South Dakota,8/21/2021,SD,0
5,South Dakota,8/28/2021,SD,0
5,South Dakota,6/25/2022,SD,0
5,South Dakota,7/16/2022,SD,0
5,South Dakota,8/27/2022,SD,0
5,Utah,4/4/2020,UT,0
5,Utah,4/11/2020,UT,0
5,Utah,9/19/2020,UT,0
5,Utah,10/15/2022,UT,0
5,Vermont,5/2/2020,VT,0
5,Vermont,3/20/2021,VT,0
5,Vermont,3/27/2021,VT,0
5,Vermont,4/3/2021,VT,0
5,Vermont,8/28/2021,VT,0
5,Vermont,5/7/2022,VT,0
5,Vermont,8/27/2022,VT,0
5,West Virginia,6/27/2020,WV,0
5,West Virginia,7/9/2022,WV,0
5,Wyoming,4/3/2021,WY,0
5,Wyoming,4/9/2022,WY,0
5,Wyoming,4/16/2022,WY,0
5,Wyoming,4/30/2022,WY,0
5,Wyoming,6/25/2022,WY,0
5,Wyoming,7/2/2022,WY,0
5,Wyoming,10/8/2022,WY,0
5,Wyoming,10/15/2022,WY,0
5,NA,9/5/2020,GU,0
5,NA,10/17/2020,GU,0
5,NA,9/25/2021,GU,0
5,NA,10/23/2021,GU,0
5,NA,7/16/2022,GU,0
5,NA,1/8/2022,MP,0
5,NA,9/11/2021,VI,0
5,NA,10/16/2021,VI,0
5,NA,1/22/2022,VI,0
4,Alabama,3/28/2020,AL,0
4,Alabama,6/18/2022,AL,0
4,Alaska,4/11/2020,AK,0
4,Alaska,5/2/2020,AK,0
4,Alaska,11/7/2020,AK,0
4,Alaska,3/20/2021,AK,0
4,Alaska,5/15/2021,AK,0
4,Alaska,6/12/2021,AK,0
4,Alaska,4/30/2022,AK,0
4,California,3/14/2020,CA,0
4,Colorado,3/21/2020,CO,0
4,Connecticut,3/21/2020,CT,0
4,Connecticut,8/7/2021,CT,0
4,Delaware,3/26/2022,DE,0
4,District of Columbia,8/1/2020,DC,0
4,District of Columbia,10/31/2020,DC,0
4,District of Columbia,11/14/2020,DC,0
4,District of Columbia,4/24/2021,DC,0
4,District of Columbia,6/5/2021,DC,0
4,District of Columbia,8/28/2021,DC,0
4,District of Columbia,10/2/2021,DC,0
4,District of Columbia,10/30/2021,DC,0
4,District of Columbia,1/1/2022,DC,0
4,District of Columbia,3/5/2022,DC,0
4,District of Columbia,3/26/2022,DC,0
4,Hawaii,4/25/2020,HI,0
4,Hawaii,7/18/2020,HI,0
4,Hawaii,12/26/2020,HI,0
4,Hawaii,1/2/2021,HI,0
4,Hawaii,4/10/2021,HI,0
4,Hawaii,4/24/2021,HI,0
4,Hawaii,5/8/2021,HI,0
4,Hawaii,5/15/2021,HI,0
4,Hawaii,6/12/2021,HI,0
4,Hawaii,7/24/2021,HI,0
4,Idaho,3/28/2020,ID,0
4,Idaho,5/9/2020,ID,0
4,Idaho,5/30/2020,ID,0
4,Iowa,5/7/2022,IA,0
4,Maine,8/1/2020,ME,0
4,Maine,9/19/2020,ME,0
4,Maine,11/7/2020,ME,0
4,Maine,3/20/2021,ME,0
4,Maine,6/26/2021,ME,0
4,Maine,4/23/2022,ME,0
4,Maine,5/28/2022,ME,0
4,Maine,6/25/2022,ME,0
4,Minnesota,3/28/2020,MN,0
4,Montana,4/4/2020,MT,0
4,Montana,4/18/2020,MT,0
4,Montana,4/25/2020,MT,0
4,Montana,7/3/2021,MT,0
4,Montana,7/24/2021,MT,0
4,Montana,5/21/2022,MT,0
4,Montana,7/30/2022,MT,0
4,Nebraska,4/3/2021,NE,0
4,Nebraska,5/1/2021,NE,0
4,New Hampshire,8/15/2020,NH,0
4,New Hampshire,7/24/2021,NH,0
4,New Hampshire,6/25/2022,NH,0
4,New Hampshire,10/8/2022,NH,0
4,New Jersey,10/29/2022,NJ,0
4,North Carolina,3/28/2020,NC,0
4,North Dakota,4/11/2020,ND,0
4,North Dakota,8/1/2020,ND,0
4,North Dakota,3/6/2021,ND,0
4,North Dakota,3/20/2021,ND,0
4,North Dakota,6/5/2021,ND,0
4,North Dakota,6/12/2021,ND,0
4,North Dakota,7/10/2021,ND,0
4,North Dakota,9/4/2021,ND,0
4,North Dakota,4/23/2022,ND,0
4,North Dakota,10/22/2022,ND,0
4,Oregon,3/21/2020,OR,0
4,Puerto Rico,6/13/2020,PR,0
4,Puerto Rico,11/20/2021,PR,0
4,Puerto Rico,12/4/2021,PR,0
4,Puerto Rico,3/19/2022,PR,0
4,Rhode Island,7/18/2020,RI,0
4,Rhode Island,9/19/2020,RI,0
4,Rhode Island,8/14/2021,RI,0
4,Rhode Island,6/11/2022,RI,0
4,Rhode Island,7/30/2022,RI,0
4,South Dakota,4/11/2020,SD,0
4,South Dakota,6/12/2021,SD,0
4,South Dakota,3/26/2022,SD,0
4,South Dakota,4/16/2022,SD,0
4,South Dakota,10/1/2022,SD,0
4,Utah,9/26/2020,UT,0
4,Utah,4/2/2022,UT,0
4,Utah,4/30/2022,UT,0
4,Utah,9/10/2022,UT,0
4,Utah,10/8/2022,UT,0
4,Vermont,11/21/2020,VT,0
4,Vermont,11/28/2020,VT,0
4,Vermont,3/6/2021,VT,0
4,Vermont,8/14/2021,VT,0
4,Vermont,3/26/2022,VT,0
4,Vermont,4/9/2022,VT,0
4,Vermont,7/9/2022,VT,0
4,Vermont,7/30/2022,VT,0
4,Vermont,9/24/2022,VT,0
4,Vermont,10/15/2022,VT,0
4,West Virginia,6/13/2020,WV,0
4,West Virginia,7/18/2020,WV,0
4,Wisconsin,3/21/2020,WI,0
4,Wyoming,10/17/2020,WY,0
4,Wyoming,7/10/2021,WY,0
4,Wyoming,6/11/2022,WY,0
4,Wyoming,7/23/2022,WY,0
4,Wyoming,9/3/2022,WY,0
4,Wyoming,9/17/2022,WY,0
4,NA,4/9/2022,AS,0
4,NA,4/23/2022,AS,0
4,NA,4/30/2022,AS,0
4,NA,11/14/2020,GU,0
4,NA,12/19/2020,GU,0
4,NA,11/20/2021,GU,0
4,NA,1/8/2022,GU,0
4,NA,8/20/2022,GU,0
4,NA,9/10/2022,GU,0
4,NA,2/26/2022,MP,0
4,NA,8/29/2020,VI,0
4,NA,8/21/2021,VI,0
3,Alaska,11/21/2020,AK,0
3,Alaska,1/30/2021,AK,0
3,Alaska,2/13/2021,AK,0
3,Alaska,3/27/2021,AK,0
3,Alaska,7/3/2021,AK,0
3,Alaska,7/24/2021,AK,0
3,Alaska,12/11/2021,AK,0
3,Connecticut,7/17/2021,CT,0
3,Connecticut,7/24/2021,CT,0
3,Delaware,6/19/2021,DE,0
3,Delaware,8/14/2021,DE,0
3,Delaware,5/14/2022,DE,0
3,Delaware,7/30/2022,DE,0
3,Delaware,8/20/2022,DE,0
3,Delaware,8/27/2022,DE,0
3,District of Columbia,3/28/2020,DC,0
3,District of Columbia,7/25/2020,DC,0
3,District of Columbia,9/19/2020,DC,0
3,District of Columbia,6/19/2021,DC,0
3,District of Columbia,7/17/2021,DC,0
3,District of Columbia,7/31/2021,DC,0
3,District of Columbia,9/4/2021,DC,0
3,District of Columbia,9/11/2021,DC,0
3,District of Columbia,10/23/2021,DC,0
3,District of Columbia,11/6/2021,DC,0
3,District of Columbia,2/26/2022,DC,0
3,Hawaii,4/4/2020,HI,0
3,Hawaii,5/2/2020,HI,0
3,Hawaii,3/20/2021,HI,0
3,Hawaii,4/17/2021,HI,0
3,Hawaii,5/22/2021,HI,0
3,Hawaii,6/5/2021,HI,0
3,Hawaii,7/10/2021,HI,0
3,Hawaii,4/9/2022,HI,0
3,Hawaii,10/22/2022,HI,0
3,Idaho,6/13/2020,ID,0
3,Idaho,6/20/2020,ID,0
3,Idaho,5/14/2022,ID,0
3,Idaho,5/21/2022,ID,0
3,Idaho,5/28/2022,ID,0
3,Idaho,6/4/2022,ID,0
3,Idaho,6/18/2022,ID,0
3,Iowa,3/28/2020,IA,0
3,Iowa,7/10/2021,IA,0
3,Kansas,6/11/2022,KS,0
3,Kansas,7/16/2022,KS,0
3,Kentucky,3/21/2020,KY,0
3,Maine,7/4/2020,ME,0
3,Maine,8/22/2020,ME,0
3,Maine,10/17/2020,ME,0
3,Maine,3/6/2021,ME,0
3,Maine,7/3/2021,ME,0
3,Maine,7/10/2021,ME,0
3,Maine,7/31/2021,ME,0
3,Maine,8/14/2021,ME,0
3,Maine,7/16/2022,ME,0
3,Maine,10/29/2022,ME,0
3,Missouri,3/21/2020,MO,0
3,Montana,5/14/2022,MT,0
3,Montana,7/9/2022,MT,0
3,Montana,9/17/2022,MT,0
3,Nebraska,4/4/2020,NE,0
3,Nebraska,6/19/2021,NE,0
3,New Hampshire,8/8/2020,NH,0
3,New Hampshire,8/29/2020,NH,0
3,New Hampshire,9/12/2020,NH,0
3,New Hampshire,9/19/2020,NH,0
3,New Hampshire,10/3/2020,NH,0
3,New Hampshire,6/5/2021,NH,0
3,New Hampshire,6/26/2021,NH,0
3,New Hampshire,7/10/2021,NH,0
3,New York,3/14/2020,NY,0
3,North Dakota,5/2/2020,ND,0
3,North Dakota,7/18/2020,ND,0
3,North Dakota,5/22/2021,ND,0
3,North Dakota,6/19/2021,ND,0
3,North Dakota,8/7/2021,ND,0
3,North Dakota,8/14/2021,ND,0
3,North Dakota,4/16/2022,ND,0
3,North Dakota,7/16/2022,ND,0
3,North Dakota,8/20/2022,ND,0
3,Oklahoma,7/2/2022,OK,0
3,Puerto Rico,7/4/2020,PR,0
3,Rhode Island,7/3/2021,RI,0
3,Rhode Island,8/21/2021,RI,0
3,Rhode Island,11/13/2021,RI,0
3,Rhode Island,8/6/2022,RI,0
3,South Carolina,3/21/2020,SC,0
3,South Dakota,4/25/2020,SD,0
3,South Dakota,6/6/2020,SD,0
3,South Dakota,6/26/2021,SD,0
3,South Dakota,4/2/2022,SD,0
3,South Dakota,4/23/2022,SD,0
3,South Dakota,5/7/2022,SD,0
3,South Dakota,6/4/2022,SD,0
3,South Dakota,6/18/2022,SD,0
3,South Dakota,9/24/2022,SD,0
3,South Dakota,10/22/2022,SD,0
3,Utah,4/17/2021,UT,0
3,Utah,4/23/2022,UT,0
3,Utah,5/21/2022,UT,0
3,Vermont,3/28/2020,VT,0
3,Vermont,5/9/2020,VT,0
3,Vermont,1/30/2021,VT,0
3,Vermont,5/1/2021,VT,0
3,Vermont,5/15/2021,VT,0
3,Vermont,5/22/2021,VT,0
3,Vermont,3/19/2022,VT,0
3,Vermont,4/16/2022,VT,0
3,Vermont,6/11/2022,VT,0
3,Vermont,6/25/2022,VT,0
3,Vermont,8/20/2022,VT,0
3,Virginia,4/4/2020,VA,0
3,West Virginia,4/18/2020,WV,0
3,West Virginia,5/9/2020,WV,0
3,West Virginia,5/30/2020,WV,0
3,West Virginia,7/25/2020,WV,0
3,Wyoming,10/3/2020,WY,0
3,Wyoming,5/8/2021,WY,0
3,Wyoming,5/14/2022,WY,0
3,Wyoming,5/21/2022,WY,0
3,Wyoming,9/10/2022,WY,0
3,Wyoming,9/24/2022,WY,0
3,Wyoming,10/1/2022,WY,0
3,NA,4/2/2022,AS,0
3,NA,4/4/2020,GU,0
3,NA,8/29/2020,GU,0
3,NA,1/23/2021,GU,0
3,NA,5/8/2021,GU,0
3,NA,12/4/2021,GU,0
3,NA,12/18/2021,GU,0
3,NA,3/19/2022,GU,0
3,NA,4/9/2022,GU,0
3,NA,6/11/2022,GU,0
3,NA,6/18/2022,GU,0
3,NA,7/30/2022,GU,0
3,NA,8/13/2022,GU,0
3,NA,9/12/2020,VI,0
3,NA,7/24/2021,VI,0
3,NA,8/7/2021,VI,0
3,NA,10/30/2021,VI,0
3,NA,1/29/2022,VI,0
3,NA,2/5/2022,VI,0
3,NA,2/12/2022,VI,0
3,NA,2/19/2022,VI,0
3,NA,6/18/2022,VI,0
2,Alaska,6/13/2020,AK,0
2,Alaska,7/11/2020,AK,0
2,Alaska,7/25/2020,AK,0
2,Alaska,8/8/2020,AK,0
2,Alaska,8/15/2020,AK,0
2,Alaska,8/22/2020,AK,0
2,Alaska,9/12/2020,AK,0
2,Alaska,10/10/2020,AK,0
2,Alaska,10/24/2020,AK,0
2,Alaska,5/8/2021,AK,0
2,Alaska,7/10/2021,AK,0
2,Alaska,7/17/2021,AK,0
2,Alaska,1/1/2022,AK,0
2,Alaska,1/8/2022,AK,0
2,Colorado,3/14/2020,CO,0
2,Connecticut,7/3/2021,CT,0
2,Connecticut,7/10/2021,CT,0
2,Delaware,8/15/2020,DE,0
2,Delaware,8/29/2020,DE,0
2,Delaware,5/29/2021,DE,0
2,Delaware,6/12/2021,DE,0
2,Delaware,7/17/2021,DE,0
2,Delaware,8/7/2021,DE,0
2,Delaware,3/12/2022,DE,0
2,Delaware,4/30/2022,DE,0
2,Delaware,8/6/2022,DE,0
2,District of Columbia,6/12/2021,DC,0
2,District of Columbia,7/10/2021,DC,0
2,District of Columbia,9/18/2021,DC,0
2,District of Columbia,11/20/2021,DC,0
2,District of Columbia,12/11/2021,DC,0
2,District of Columbia,4/2/2022,DC,0
2,District of Columbia,4/23/2022,DC,0
2,District of Columbia,7/2/2022,DC,0
2,District of Columbia,7/16/2022,DC,0
2,District of Columbia,8/20/2022,DC,0
2,Florida,3/14/2020,FL,0
2,Hawaii,7/25/2020,HI,0
2,Hawaii,11/14/2020,HI,0
2,Hawaii,7/3/2021,HI,0
2,Hawaii,7/17/2021,HI,0
2,Idaho,6/27/2020,ID,0
2,Idaho,7/4/2020,ID,0
2,Kansas,3/28/2020,KS,0
2,Kansas,7/30/2022,KS,0
2,Louisiana,10/22/2022,LA,0
2,Maine,6/13/2020,ME,0
2,Maine,6/20/2020,ME,0
2,Maine,6/27/2020,ME,0
2,Maine,7/25/2020,ME,0
2,Maine,8/8/2020,ME,0
2,Maine,8/15/2020,ME,0
2,Maine,8/29/2020,ME,0
2,Maine,9/5/2020,ME,0
2,Maine,10/3/2020,ME,0
2,Maine,7/30/2022,ME,0
2,Maryland,3/21/2020,MD,0
2,Maryland,3/28/2020,MD,0
2,Montana,5/2/2020,MT,0
2,Montana,6/20/2020,MT,0
2,Montana,6/27/2020,MT,0
2,Montana,4/23/2022,MT,0
2,Montana,8/13/2022,MT,0
2,Montana,10/1/2022,MT,0
2,Nebraska,3/28/2020,NE,0
2,Nebraska,5/9/2020,NE,0
2,Nebraska,7/3/2021,NE,0
2,Nebraska,9/17/2022,NE,0
2,Nevada,3/21/2020,NV,0
2,New Hampshire,3/28/2020,NH,0
2,New Hampshire,7/3/2021,NH,0
2,New Hampshire,7/31/2021,NH,0
2,New Hampshire,8/7/2021,NH,0
2,New Hampshire,8/21/2021,NH,0
2,New Hampshire,10/29/2022,NH,0
