state,USPS,datew,incidH,date
Arkansas,AR,2021-08-07,7920,2021-08-07
Arkansas,AR,2021-08-14,9178,2021-08-14
Arkansas,AR,2021-08-21,9586,2021-08-21
Arkansas,AR,2021-08-28,9021,2021-08-28
Arkansas,AR,2021-09-04,8550,2021-09-04
Arkansas,AR,2021-09-11,7793,2021-09-11
Arkansas,AR,2021-09-18,6975,2021-09-18
Arkansas,AR,2021-09-25,6109,2021-09-25
Arkansas,AR,2021-10-02,4954,2021-10-02
Arkansas,AR,2021-10-09,4062,2021-10-09
Arkansas,AR,2021-10-16,3522,2021-10-16
Arkansas,AR,2021-10-23,2977,2021-10-23
Arkansas,AR,2021-10-30,2597,2021-10-30
Arkansas,AR,2021-11-06,2328,2021-11-06
Arkansas,AR,2021-11-13,2117,2021-11-13
Arkansas,AR,2021-11-20,2219,2021-11-20
Arkansas,AR,2021-11-27,2516,2021-11-27
Arkansas,AR,2021-12-04,2971,2021-12-04
Arkansas,AR,2021-12-11,3247,2021-12-11
Arkansas,AR,2021-12-18,3644,2021-12-18
Arkansas,AR,2021-12-25,3537,2021-12-25
Arkansas,AR,2022-01-01,4090,2022-01-01
Arkansas,AR,2022-01-08,5714,2022-01-08
Arkansas,AR,2022-01-15,8021,2022-01-15
Arkansas,AR,2022-01-22,10304,2022-01-22
Arkansas,AR,2022-01-29,11721,2022-01-29
Arkansas,AR,2022-02-05,11361,2022-02-05
Arkansas,AR,2022-02-12,9246,2022-02-12
Arkansas,AR,2022-02-19,6917,2022-02-19
Arkansas,AR,2022-02-26,4572,2022-02-26
Arkansas,AR,2022-03-05,3185,2022-03-05
Arkansas,AR,2022-03-12,2147,2022-03-12
Arkansas,AR,2022-03-19,1541,2022-03-19
Arkansas,AR,2022-03-26,1108,2022-03-26
Arkansas,AR,2022-04-02,902,2022-04-02
Arkansas,AR,2022-04-09,753,2022-04-09
Arkansas,AR,2022-04-16,606,2022-04-16
Arkansas,AR,2022-04-23,481,2022-04-23
Arkansas,AR,2022-04-30,469,2022-04-30
Arkansas,AR,2022-05-07,413,2022-05-07
Arkansas,AR,2022-05-14,462,2022-05-14
Arkansas,AR,2022-05-21,459,2022-05-21
Arkansas,AR,2022-05-28,558,2022-05-28
Arkansas,AR,2022-06-04,712,2022-06-04
Arkansas,AR,2022-06-11,941,2022-06-11
Arkansas,AR,2022-06-18,1288,2022-06-18
Arkansas,AR,2022-06-25,1374,2022-06-25
Arkansas,AR,2022-07-02,1733,2022-07-02
Arkansas,AR,2022-07-09,1994,2022-07-09
Arkansas,AR,2022-07-16,2554,2022-07-16
Arkansas,AR,2022-07-23,2940,2022-07-23
Arkansas,AR,2022-07-30,2888,2022-07-30
Arkansas,AR,2022-08-06,2844,2022-08-06
Arkansas,AR,2022-08-13,2698,2022-08-13
Arkansas,AR,2022-08-20,2378,2022-08-20
Arkansas,AR,2022-08-27,2257,2022-08-27
Arkansas,AR,2022-09-03,2055,2022-09-03
Arkansas,AR,2022-09-10,1862,2022-09-10
Arkansas,AR,2022-09-17,1769,2022-09-17
Arkansas,AR,2022-09-24,1685,2022-09-24
Arkansas,AR,2022-10-01,1523,2022-10-01
Arkansas,AR,2022-10-08,1223,2022-10-08
Arkansas,AR,2022-10-15,966,2022-10-15
Arkansas,AR,2022-10-22,863,2022-10-22
Arkansas,AR,2022-10-29,777,2022-10-29
Arkansas,AR,2022-11-05,819,2022-11-05
Arkansas,AR,2022-11-12,874,2022-11-12
Arkansas,AR,2022-11-19,876,2022-11-19
Arkansas,AR,2022-11-26,817,2022-11-26
Arkansas,AR,2022-12-03,1189,2022-12-03
Arkansas,AR,2022-12-10,1377,2022-12-10
Arkansas,AR,2022-12-17,1612,2022-12-17
Arkansas,AR,2022-12-24,1808,2022-12-24
Arkansas,AR,2022-12-31,2109,2022-12-31
Arkansas,AR,2023-01-07,2651,2023-01-07
Arkansas,AR,2023-01-14,2165,2023-01-14
Arkansas,AR,2023-01-21,1849,2023-01-21
Arkansas,AR,2023-01-28,1454,2023-01-28
Arkansas,AR,2023-02-04,1276,2023-02-04
Arkansas,AR,2023-02-11,1050,2023-02-11
Arkansas,AR,2023-02-18,1016,2023-02-18
Arkansas,AR,2023-02-25,994,2023-02-25
Arkansas,AR,2023-03-04,859,2023-03-04
Arkansas,AR,2023-03-11,855,2023-03-11
Arkansas,AR,2023-03-18,249,2023-03-18
California,CA,2020-02-08,0,2020-02-08
California,CA,2020-03-07,0,2020-03-07
California,CA,2020-03-14,0,2020-03-14
California,CA,2020-03-21,0,2020-03-21
California,CA,2020-03-28,0,2020-03-28
California,CA,2020-04-04,2762,2020-04-04
California,CA,2020-04-11,10558,2020-04-11
California,CA,2020-04-18,10706,2020-04-18
California,CA,2020-04-25,6434,2020-04-25
California,CA,2020-05-02,990,2020-05-02
California,CA,2020-05-09,1094,2020-05-09
California,CA,2020-05-16,750,2020-05-16
California,CA,2020-05-23,725,2020-05-23
California,CA,2020-05-30,545,2020-05-30
California,CA,2020-06-06,84,2020-06-06
California,CA,2020-06-13,336,2020-06-13
California,CA,2020-06-20,156,2020-06-20
California,CA,2020-06-27,632,2020-06-27
California,CA,2020-07-04,795,2020-07-04
California,CA,2020-07-11,886,2020-07-11
California,CA,2020-07-18,24079,2020-07-18
California,CA,2020-07-25,44166,2020-07-25
California,CA,2020-08-01,47923,2020-08-01
California,CA,2020-08-08,43312,2020-08-08
California,CA,2020-08-15,38642,2020-08-15
California,CA,2020-08-22,35654,2020-08-22
California,CA,2020-08-29,31543,2020-08-29
California,CA,2020-09-05,26702,2020-09-05
California,CA,2020-09-12,22593,2020-09-12
California,CA,2020-09-19,19470,2020-09-19
California,CA,2020-09-26,17963,2020-09-26
California,CA,2020-10-03,16662,2020-10-03
California,CA,2020-10-10,16392,2020-10-10
California,CA,2020-10-17,15842,2020-10-17
California,CA,2020-10-24,16424,2020-10-24
California,CA,2020-10-31,16997,2020-10-31
California,CA,2020-11-07,19257,2020-11-07
California,CA,2020-11-14,23631,2020-11-14
California,CA,2020-11-21,32371,2020-11-21
California,CA,2020-11-28,45728,2020-11-28
California,CA,2020-12-05,62560,2020-12-05
California,CA,2020-12-12,81724,2020-12-12
California,CA,2020-12-19,109214,2020-12-19
California,CA,2020-12-26,131208,2020-12-26
California,CA,2021-01-02,144871,2021-01-02
California,CA,2021-01-09,153272,2021-01-09
California,CA,2021-01-16,158346,2021-01-16
California,CA,2021-01-23,137010,2021-01-23
California,CA,2021-01-30,114547,2021-01-30
California,CA,2021-02-06,93592,2021-02-06
California,CA,2021-02-13,73772,2021-02-13
California,CA,2021-02-20,55289,2021-02-20
California,CA,2021-02-27,41526,2021-02-27
California,CA,2021-03-06,31070,2021-03-06
California,CA,2021-03-13,24917,2021-03-13
California,CA,2021-03-20,20807,2021-03-20
California,CA,2021-03-27,17488,2021-03-27
California,CA,2021-04-03,15481,2021-04-03
California,CA,2021-04-10,13702,2021-04-10
California,CA,2021-04-17,13085,2021-04-17
California,CA,2021-04-24,12565,2021-04-24
California,CA,2021-05-01,12177,2021-05-01
California,CA,2021-05-08,11125,2021-05-08
California,CA,2021-05-15,10214,2021-05-15
California,CA,2021-05-22,9514,2021-05-22
California,CA,2021-05-29,8399,2021-05-29
California,CA,2021-06-05,7563,2021-06-05
California,CA,2021-06-12,7061,2021-06-12
California,CA,2021-06-19,6856,2021-06-19
California,CA,2021-06-26,6869,2021-06-26
California,CA,2021-07-03,7679,2021-07-03
California,CA,2021-07-10,9133,2021-07-10
California,CA,2021-07-17,12278,2021-07-17
California,CA,2021-07-24,17186,2021-07-24
California,CA,2021-07-31,25431,2021-07-31
California,CA,2021-08-07,35980,2021-08-07
California,CA,2021-08-14,46447,2021-08-14
California,CA,2021-08-21,54303,2021-08-21
California,CA,2021-08-28,58353,2021-08-28
California,CA,2021-09-04,58146,2021-09-04
California,CA,2021-09-11,52724,2021-09-11
California,CA,2021-09-18,46166,2021-09-18
California,CA,2021-09-25,41358,2021-09-25
California,CA,2021-10-02,35667,2021-10-02
California,CA,2021-10-09,30317,2021-10-09
California,CA,2021-10-16,26981,2021-10-16
California,CA,2021-10-23,25926,2021-10-23
California,CA,2021-10-30,26970,2021-10-30
California,CA,2021-11-06,27352,2021-11-06
California,CA,2021-11-13,25515,2021-11-13
California,CA,2021-11-20,23896,2021-11-20
California,CA,2021-11-27,22099,2021-11-27
California,CA,2021-12-04,22608,2021-12-04
California,CA,2021-12-11,23846,2021-12-11
California,CA,2021-12-18,25431,2021-12-18
California,CA,2021-12-25,25825,2021-12-25
California,CA,2022-01-01,36533,2022-01-01
California,CA,2022-01-08,61531,2022-01-08
California,CA,2022-01-15,90286,2022-01-15
California,CA,2022-01-22,107657,2022-01-22
California,CA,2022-01-29,106037,2022-01-29
California,CA,2022-02-05,88739,2022-02-05
California,CA,2022-02-12,68430,2022-02-12
California,CA,2022-02-19,51351,2022-02-19
California,CA,2022-02-26,36777,2022-02-26
California,CA,2022-03-05,26856,2022-03-05
California,CA,2022-03-12,19703,2022-03-12
California,CA,2022-03-19,15211,2022-03-19
California,CA,2022-03-26,12157,2022-03-26
California,CA,2022-04-02,9461,2022-04-02
California,CA,2022-04-09,7908,2022-04-09
California,CA,2022-04-16,7175,2022-04-16
California,CA,2022-04-23,7015,2022-04-23
California,CA,2022-04-30,7279,2022-04-30
California,CA,2022-05-07,8037,2022-05-07
California,CA,2022-05-14,9222,2022-05-14
California,CA,2022-05-21,11740,2022-05-21
California,CA,2022-05-28,14315,2022-05-28
California,CA,2022-06-04,16732,2022-06-04
California,CA,2022-06-11,18729,2022-06-11
California,CA,2022-06-18,19884,2022-06-18
California,CA,2022-06-25,21454,2022-06-25
California,CA,2022-07-02,24229,2022-07-02
California,CA,2022-07-09,27310,2022-07-09
California,CA,2022-07-16,31300,2022-07-16
California,CA,2022-07-23,33573,2022-07-23
California,CA,2022-07-30,33664,2022-07-30
California,CA,2022-08-06,31954,2022-08-06
California,CA,2022-08-13,28765,2022-08-13
California,CA,2022-08-20,26049,2022-08-20
California,CA,2022-08-27,23674,2022-08-27
California,CA,2022-09-03,21779,2022-09-03
California,CA,2022-09-10,20410,2022-09-10
California,CA,2022-09-17,18257,2022-09-17
California,CA,2022-09-24,15281,2022-09-24
California,CA,2022-10-01,13917,2022-10-01
California,CA,2022-10-08,12990,2022-10-08
California,CA,2022-10-15,12222,2022-10-15
California,CA,2022-10-22,11319,2022-10-22
California,CA,2022-10-29,11060,2022-10-29
California,CA,2022-11-05,11797,2022-11-05
California,CA,2022-11-12,13148,2022-11-12
California,CA,2022-11-19,15563,2022-11-19
California,CA,2022-11-26,20056,2022-11-26
California,CA,2022-12-03,26992,2022-12-03
California,CA,2022-12-10,30577,2022-12-10
California,CA,2022-12-17,31543,2022-12-17
California,CA,2022-12-24,31409,2022-12-24
California,CA,2022-12-31,31282,2022-12-31
California,CA,2023-01-07,31384,2023-01-07
California,CA,2023-01-14,27470,2023-01-14
California,CA,2023-01-21,22724,2023-01-21
California,CA,2023-01-28,18319,2023-01-28
California,CA,2023-02-04,17208,2023-02-04
California,CA,2023-02-11,17514,2023-02-11
California,CA,2023-02-18,17465,2023-02-18
California,CA,2023-02-25,17616,2023-02-25
California,CA,2023-03-04,17666,2023-03-04
California,CA,2023-03-11,16225,2023-03-11
California,CA,2023-03-18,4236,2023-03-18
Colorado,CO,2020-03-14,0,2020-03-14
Colorado,CO,2020-03-21,0,2020-03-21
Colorado,CO,2020-03-28,0,2020-03-28
Colorado,CO,2020-04-04,0,2020-04-04
Colorado,CO,2020-04-11,0,2020-04-11
Colorado,CO,2020-04-18,0,2020-04-18
Colorado,CO,2020-04-25,0,2020-04-25
Colorado,CO,2020-05-02,0,2020-05-02
Colorado,CO,2020-05-09,0,2020-05-09
Colorado,CO,2020-05-16,0,2020-05-16
Colorado,CO,2020-05-23,0,2020-05-23
Colorado,CO,2020-05-30,0,2020-05-30
Colorado,CO,2020-06-06,0,2020-06-06
Colorado,CO,2020-06-13,0,2020-06-13
Colorado,CO,2020-06-20,0,2020-06-20
Colorado,CO,2020-06-27,0,2020-06-27
Colorado,CO,2020-07-04,0,2020-07-04
Colorado,CO,2020-07-11,0,2020-07-11
Colorado,CO,2020-07-18,1063,2020-07-18
Colorado,CO,2020-07-25,2109,2020-07-25
Colorado,CO,2020-08-01,2424,2020-08-01
Colorado,CO,2020-08-08,2154,2020-08-08
Colorado,CO,2020-08-15,1902,2020-08-15
Colorado,CO,2020-08-22,1413,2020-08-22
Colorado,CO,2020-08-29,1219,2020-08-29
Colorado,CO,2020-09-05,1095,2020-09-05
Colorado,CO,2020-09-12,1099,2020-09-12
Colorado,CO,2020-09-19,1089,2020-09-19
Colorado,CO,2020-09-26,1226,2020-09-26
Colorado,CO,2020-10-03,1424,2020-10-03
Colorado,CO,2020-10-10,1802,2020-10-10
Colorado,CO,2020-10-17,2230,2020-10-17
Colorado,CO,2020-10-24,3016,2020-10-24
Colorado,CO,2020-10-31,4129,2020-10-31
Colorado,CO,2020-11-07,5947,2020-11-07
Colorado,CO,2020-11-14,7815,2020-11-14
Colorado,CO,2020-11-21,9899,2020-11-21
Colorado,CO,2020-11-28,11482,2020-11-28
Colorado,CO,2020-12-05,12535,2020-12-05
Colorado,CO,2020-12-12,11243,2020-12-12
Colorado,CO,2020-12-19,10138,2020-12-19
Colorado,CO,2020-12-26,8542,2020-12-26
Colorado,CO,2021-01-02,7427,2021-01-02
Colorado,CO,2021-01-09,6332,2021-01-09
Colorado,CO,2021-01-16,5954,2021-01-16
Colorado,CO,2021-01-23,5440,2021-01-23
Colorado,CO,2021-01-30,4534,2021-01-30
Colorado,CO,2021-02-06,3809,2021-02-06
Colorado,CO,2021-02-13,3325,2021-02-13
Colorado,CO,2021-02-20,3171,2021-02-20
Colorado,CO,2021-02-27,3181,2021-02-27
Colorado,CO,2021-03-06,2553,2021-03-06
Colorado,CO,2021-03-13,2208,2021-03-13
Colorado,CO,2021-03-20,2419,2021-03-20
Colorado,CO,2021-03-27,2425,2021-03-27
Colorado,CO,2021-04-03,2496,2021-04-03
Colorado,CO,2021-04-10,2811,2021-04-10
Colorado,CO,2021-04-17,3444,2021-04-17
Colorado,CO,2021-04-24,4041,2021-04-24
Colorado,CO,2021-05-01,4573,2021-05-01
Colorado,CO,2021-05-08,4829,2021-05-08
Colorado,CO,2021-05-15,4436,2021-05-15
Colorado,CO,2021-05-22,3762,2021-05-22
Colorado,CO,2021-05-29,3474,2021-05-29
Colorado,CO,2021-06-05,3090,2021-06-05
Colorado,CO,2021-06-12,2649,2021-06-12
Colorado,CO,2021-06-19,2381,2021-06-19
Colorado,CO,2021-06-26,2070,2021-06-26
Colorado,CO,2021-07-03,1948,2021-07-03
Colorado,CO,2021-07-10,1956,2021-07-10
Colorado,CO,2021-07-17,1817,2021-07-17
Colorado,CO,2021-07-24,1937,2021-07-24
Colorado,CO,2021-07-31,2149,2021-07-31
Colorado,CO,2021-08-07,2777,2021-08-07
Colorado,CO,2021-08-14,3499,2021-08-14
Colorado,CO,2021-08-21,4231,2021-08-21
Colorado,CO,2021-08-28,4821,2021-08-28
Colorado,CO,2021-09-04,5733,2021-09-04
Colorado,CO,2021-09-11,6172,2021-09-11
Colorado,CO,2021-09-18,6367,2021-09-18
Colorado,CO,2021-09-25,6393,2021-09-25
Colorado,CO,2021-10-02,6277,2021-10-02
Colorado,CO,2021-10-09,6539,2021-10-09
Colorado,CO,2021-10-16,7178,2021-10-16
Colorado,CO,2021-10-23,7844,2021-10-23
Colorado,CO,2021-10-30,8405,2021-10-30
Colorado,CO,2021-11-06,9151,2021-11-06
Colorado,CO,2021-11-13,10072,2021-11-13
Colorado,CO,2021-11-20,10387,2021-11-20
Colorado,CO,2021-11-27,10453,2021-11-27
Colorado,CO,2021-12-04,10103,2021-12-04
Colorado,CO,2021-12-11,9744,2021-12-11
Colorado,CO,2021-12-18,8657,2021-12-18
Colorado,CO,2021-12-25,7311,2021-12-25
Colorado,CO,2022-01-01,7785,2022-01-01
Colorado,CO,2022-01-08,9396,2022-01-08
Colorado,CO,2022-01-15,11334,2022-01-15
Colorado,CO,2022-01-22,11755,2022-01-22
Colorado,CO,2022-01-29,10715,2022-01-29
Colorado,CO,2022-02-05,8707,2022-02-05
Colorado,CO,2022-02-12,6552,2022-02-12
Colorado,CO,2022-02-19,4627,2022-02-19
Colorado,CO,2022-02-26,3180,2022-02-26
Colorado,CO,2022-03-05,2327,2022-03-05
Colorado,CO,2022-03-12,1766,2022-03-12
Colorado,CO,2022-03-19,1133,2022-03-19
Colorado,CO,2022-03-26,868,2022-03-26
Colorado,CO,2022-04-02,676,2022-04-02
Colorado,CO,2022-04-09,616,2022-04-09
Colorado,CO,2022-04-16,567,2022-04-16
Colorado,CO,2022-04-23,674,2022-04-23
Colorado,CO,2022-04-30,678,2022-04-30
Colorado,CO,2022-05-07,857,2022-05-07
Colorado,CO,2022-05-14,906,2022-05-14
Colorado,CO,2022-05-21,1116,2022-05-21
Colorado,CO,2022-05-28,1276,2022-05-28
Colorado,CO,2022-06-04,1569,2022-06-04
Colorado,CO,2022-06-11,2180,2022-06-11
Colorado,CO,2022-06-18,2265,2022-06-18
Colorado,CO,2022-06-25,2264,2022-06-25
Colorado,CO,2022-07-02,2390,2022-07-02
Colorado,CO,2022-07-09,2529,2022-07-09
Colorado,CO,2022-07-16,2390,2022-07-16
Colorado,CO,2022-07-23,2226,2022-07-23
Colorado,CO,2022-07-30,2115,2022-07-30
Colorado,CO,2022-08-06,1824,2022-08-06
Colorado,CO,2022-08-13,1729,2022-08-13
Colorado,CO,2022-08-20,1444,2022-08-20
Colorado,CO,2022-08-27,1241,2022-08-27
Colorado,CO,2022-09-03,1314,2022-09-03
Colorado,CO,2022-09-10,1264,2022-09-10
Colorado,CO,2022-09-17,1113,2022-09-17
Colorado,CO,2022-09-24,1052,2022-09-24
Colorado,CO,2022-10-01,1103,2022-10-01
Colorado,CO,2022-10-08,1160,2022-10-08
Colorado,CO,2022-10-15,1212,2022-10-15
Colorado,CO,2022-10-22,1225,2022-10-22
Colorado,CO,2022-10-29,1337,2022-10-29
Colorado,CO,2022-11-05,1815,2022-11-05
Colorado,CO,2022-11-12,2381,2022-11-12
Colorado,CO,2022-11-19,2648,2022-11-19
Colorado,CO,2022-11-26,2878,2022-11-26
Colorado,CO,2022-12-03,3088,2022-12-03
Colorado,CO,2022-12-10,2899,2022-12-10
Colorado,CO,2022-12-17,2860,2022-12-17
Colorado,CO,2022-12-24,2566,2022-12-24
Colorado,CO,2022-12-31,2328,2022-12-31
Colorado,CO,2023-01-07,2024,2023-01-07
Colorado,CO,2023-01-14,1719,2023-01-14
Colorado,CO,2023-01-21,1368,2023-01-21
Colorado,CO,2023-01-28,1307,2023-01-28
Colorado,CO,2023-02-04,1240,2023-02-04
Colorado,CO,2023-02-11,1254,2023-02-11
Colorado,CO,2023-02-18,1296,2023-02-18
Colorado,CO,2023-02-25,1287,2023-02-25
Colorado,CO,2023-03-04,1286,2023-03-04
Colorado,CO,2023-03-11,1210,2023-03-11
Colorado,CO,2023-03-18,319,2023-03-18
Connecticut,CT,2020-03-21,0,2020-03-21
Connecticut,CT,2020-03-28,0,2020-03-28
Connecticut,CT,2020-04-04,0,2020-04-04
Connecticut,CT,2020-04-11,0,2020-04-11
Connecticut,CT,2020-04-18,0,2020-04-18
Connecticut,CT,2020-04-25,0,2020-04-25
Connecticut,CT,2020-05-02,0,2020-05-02
Connecticut,CT,2020-05-09,0,2020-05-09
Connecticut,CT,2020-05-16,0,2020-05-16
Connecticut,CT,2020-05-23,0,2020-05-23
Connecticut,CT,2020-05-30,0,2020-05-30
Connecticut,CT,2020-06-06,0,2020-06-06
Connecticut,CT,2020-06-13,0,2020-06-13
Connecticut,CT,2020-06-20,0,2020-06-20
Connecticut,CT,2020-06-27,0,2020-06-27
Connecticut,CT,2020-07-04,0,2020-07-04
Connecticut,CT,2020-07-11,0,2020-07-11
Connecticut,CT,2020-07-18,188,2020-07-18
Connecticut,CT,2020-07-25,467,2020-07-25
Connecticut,CT,2020-08-01,451,2020-08-01
Connecticut,CT,2020-08-08,451,2020-08-08
Connecticut,CT,2020-08-15,406,2020-08-15
Connecticut,CT,2020-08-22,369,2020-08-22
Connecticut,CT,2020-08-29,399,2020-08-29
Connecticut,CT,2020-09-05,420,2020-09-05
Connecticut,CT,2020-09-12,394,2020-09-12
Connecticut,CT,2020-09-19,510,2020-09-19
Connecticut,CT,2020-09-26,508,2020-09-26
Connecticut,CT,2020-10-03,742,2020-10-03
Connecticut,CT,2020-10-10,946,2020-10-10
Connecticut,CT,2020-10-17,1285,2020-10-17
Connecticut,CT,2020-10-24,1618,2020-10-24
Connecticut,CT,2020-10-31,2200,2020-10-31
Connecticut,CT,2020-11-07,2800,2020-11-07
Connecticut,CT,2020-11-14,4377,2020-11-14
Connecticut,CT,2020-11-21,5856,2020-11-21
Connecticut,CT,2020-11-28,7015,2020-11-28
Connecticut,CT,2020-12-05,8280,2020-12-05
Connecticut,CT,2020-12-12,8701,2020-12-12
Connecticut,CT,2020-12-19,8690,2020-12-19
Connecticut,CT,2020-12-26,8340,2020-12-26
Connecticut,CT,2021-01-02,8190,2021-01-02
Connecticut,CT,2021-01-09,8048,2021-01-09
Connecticut,CT,2021-01-16,8036,2021-01-16
Connecticut,CT,2021-01-23,7868,2021-01-23
Connecticut,CT,2021-01-30,7209,2021-01-30
Connecticut,CT,2021-02-06,6116,2021-02-06
Connecticut,CT,2021-02-13,5232,2021-02-13
Connecticut,CT,2021-02-20,4075,2021-02-20
Connecticut,CT,2021-02-27,3386,2021-02-27
Connecticut,CT,2021-03-06,3030,2021-03-06
Connecticut,CT,2021-03-13,2800,2021-03-13
Connecticut,CT,2021-03-20,2867,2021-03-20
Connecticut,CT,2021-03-27,3139,2021-03-27
Connecticut,CT,2021-04-03,3587,2021-04-03
Connecticut,CT,2021-04-10,3655,2021-04-10
Connecticut,CT,2021-04-17,3651,2021-04-17
Connecticut,CT,2021-04-24,3432,2021-04-24
Connecticut,CT,2021-05-01,2817,2021-05-01
Connecticut,CT,2021-05-08,2269,2021-05-08
Connecticut,CT,2021-05-15,1593,2021-05-15
Connecticut,CT,2021-05-22,1059,2021-05-22
Connecticut,CT,2021-05-29,815,2021-05-29
Connecticut,CT,2021-06-05,592,2021-06-05
Connecticut,CT,2021-06-12,486,2021-06-12
Connecticut,CT,2021-06-19,296,2021-06-19
Connecticut,CT,2021-06-26,260,2021-06-26
Connecticut,CT,2021-07-03,302,2021-07-03
Connecticut,CT,2021-07-10,239,2021-07-10
Connecticut,CT,2021-07-17,303,2021-07-17
Connecticut,CT,2021-07-24,519,2021-07-24
Connecticut,CT,2021-07-31,840,2021-07-31
Connecticut,CT,2021-08-07,1235,2021-08-07
Connecticut,CT,2021-08-14,1768,2021-08-14
Connecticut,CT,2021-08-21,2364,2021-08-21
Connecticut,CT,2021-08-28,2695,2021-08-28
Connecticut,CT,2021-09-04,2635,2021-09-04
Connecticut,CT,2021-09-11,2523,2021-09-11
Connecticut,CT,2021-09-18,2301,2021-09-18
Connecticut,CT,2021-09-25,1982,2021-09-25
Connecticut,CT,2021-10-02,1745,2021-10-02
Connecticut,CT,2021-10-09,1668,2021-10-09
Connecticut,CT,2021-10-16,1718,2021-10-16
Connecticut,CT,2021-10-23,1612,2021-10-23
Connecticut,CT,2021-10-30,1419,2021-10-30
Connecticut,CT,2021-11-06,1453,2021-11-06
Connecticut,CT,2021-11-13,1646,2021-11-13
Connecticut,CT,2021-11-20,1743,2021-11-20
Connecticut,CT,2021-11-27,2131,2021-11-27
Connecticut,CT,2021-12-04,2890,2021-12-04
Connecticut,CT,2021-12-11,4023,2021-12-11
Connecticut,CT,2021-12-18,5151,2021-12-18
Connecticut,CT,2021-12-25,6060,2021-12-25
Connecticut,CT,2022-01-01,8275,2022-01-01
Connecticut,CT,2022-01-08,12429,2022-01-08
Connecticut,CT,2022-01-15,13902,2022-01-15
Connecticut,CT,2022-01-22,12432,2022-01-22
Connecticut,CT,2022-01-29,9166,2022-01-29
Connecticut,CT,2022-02-05,6193,2022-02-05
Connecticut,CT,2022-02-12,3749,2022-02-12
Connecticut,CT,2022-02-19,2365,2022-02-19
Connecticut,CT,2022-02-26,1731,2022-02-26
Connecticut,CT,2022-03-05,1261,2022-03-05
Connecticut,CT,2022-03-12,1028,2022-03-12
Connecticut,CT,2022-03-19,732,2022-03-19
Connecticut,CT,2022-03-26,818,2022-03-26
Connecticut,CT,2022-04-02,660,2022-04-02
Connecticut,CT,2022-04-09,815,2022-04-09
Connecticut,CT,2022-04-16,955,2022-04-16
Connecticut,CT,2022-04-23,1224,2022-04-23
Connecticut,CT,2022-04-30,1561,2022-04-30
Connecticut,CT,2022-05-07,1840,2022-05-07
Connecticut,CT,2022-05-14,2270,2022-05-14
Connecticut,CT,2022-05-21,2624,2022-05-21
Connecticut,CT,2022-05-28,2631,2022-05-28
Connecticut,CT,2022-06-04,2415,2022-06-04
Connecticut,CT,2022-06-11,2007,2022-06-11
Connecticut,CT,2022-06-18,1950,2022-06-18
Connecticut,CT,2022-06-25,1724,2022-06-25
Connecticut,CT,2022-07-02,1814,2022-07-02
Connecticut,CT,2022-07-09,2026,2022-07-09
Connecticut,CT,2022-07-16,2111,2022-07-16
Connecticut,CT,2022-07-23,2293,2022-07-23
Connecticut,CT,2022-07-30,2330,2022-07-30
Connecticut,CT,2022-08-06,2395,2022-08-06
Connecticut,CT,2022-08-13,2370,2022-08-13
Connecticut,CT,2022-08-20,2516,2022-08-20
Connecticut,CT,2022-08-27,2559,2022-08-27
Connecticut,CT,2022-09-03,2500,2022-09-03
Connecticut,CT,2022-09-10,2487,2022-09-10
Connecticut,CT,2022-09-17,2396,2022-09-17
Connecticut,CT,2022-09-24,2743,2022-09-24
Connecticut,CT,2022-10-01,2789,2022-10-01
Connecticut,CT,2022-10-08,2773,2022-10-08
Connecticut,CT,2022-10-15,2823,2022-10-15
Connecticut,CT,2022-10-22,2940,2022-10-22
Connecticut,CT,2022-10-29,2873,2022-10-29
Connecticut,CT,2022-11-05,2630,2022-11-05
Connecticut,CT,2022-11-12,2560,2022-11-12
Connecticut,CT,2022-11-19,2429,2022-11-19
Connecticut,CT,2022-11-26,2494,2022-11-26
Connecticut,CT,2022-12-03,2954,2022-12-03
Connecticut,CT,2022-12-10,3355,2022-12-10
Connecticut,CT,2022-12-17,3640,2022-12-17
Connecticut,CT,2022-12-24,4107,2022-12-24
Connecticut,CT,2022-12-31,4949,2022-12-31
Connecticut,CT,2023-01-07,5471,2023-01-07
Connecticut,CT,2023-01-14,5034,2023-01-14
Connecticut,CT,2023-01-21,4299,2023-01-21
Connecticut,CT,2023-01-28,3516,2023-01-28
Connecticut,CT,2023-02-04,2997,2023-02-04
Connecticut,CT,2023-02-11,2516,2023-02-11
Connecticut,CT,2023-02-18,2256,2023-02-18
Connecticut,CT,2023-02-25,2069,2023-02-25
Connecticut,CT,2023-03-04,1780,2023-03-04
Connecticut,CT,2023-03-11,1526,2023-03-11
Connecticut,CT,2023-03-18,386,2023-03-18
Delaware,DE,2020-03-28,0,2020-03-28
Delaware,DE,2020-04-04,0,2020-04-04
Delaware,DE,2020-04-11,0,2020-04-11
Delaware,DE,2020-04-18,0,2020-04-18
Delaware,DE,2020-04-25,0,2020-04-25
Delaware,DE,2020-05-02,0,2020-05-02
Delaware,DE,2020-05-09,0,2020-05-09
Delaware,DE,2020-05-16,0,2020-05-16
Delaware,DE,2020-05-23,0,2020-05-23
Delaware,DE,2020-05-30,0,2020-05-30
Delaware,DE,2020-06-06,0,2020-06-06
Delaware,DE,2020-06-13,0,2020-06-13
Delaware,DE,2020-06-20,0,2020-06-20
